sa,naics_sector,series,geo,year,annual_total
A,Total for All NAICS,Business Applications from Corporations,NO,2009,112799.0
U,Total for All NAICS,Business Applications from Corporations,MW,2009,98817.0
A,Total for All NAICS,Business Applications from Corporations,MW,2009,99335.0
U,Total for All NAICS,Business Applications from Corporations,SO,2009,236974.0
A,Total for All NAICS,Business Applications from Corporations,SO,2009,238744.0
U,Total for All NAICS,Business Applications from Corporations,WE,2009,143994.0
A,Total for All NAICS,Business Applications from Corporations,WE,2009,145153.0
U,Total for All NAICS,Business Applications from Corporations,AL,2009,4429.0
A,Total for All NAICS,Business Applications from Corporations,AL,2009,4457.0
U,Total for All NAICS,Business Applications from Corporations,AK,2009,599.0
A,Total for All NAICS,Business Applications from Corporations,AK,2009,607.0
U,Total for All NAICS,Business Applications from Corporations,AZ,2009,7053.0
A,Total for All NAICS,Business Applications from Corporations,AZ,2009,7094.0
U,Total for All NAICS,Business Applications from Corporations,AR,2009,3853.0
A,Total for All NAICS,Business Applications from Corporations,AR,2009,3874.0
U,Total for All NAICS,Business Applications from Corporations,CA,2009,83283.0
A,Total for All NAICS,Business Applications from Corporations,CA,2009,84000.0
U,Total for All NAICS,Business Applications from Corporations,CO,2009,11926.0
A,Total for All NAICS,Business Applications from Corporations,CO,2009,12066.0
U,Total for All NAICS,Business Applications from Corporations,CT,2009,2477.0
A,Total for All NAICS,Business Applications from Corporations,CT,2009,2508.0
U,Total for All NAICS,Business Applications from Corporations,DE,2009,3127.0
A,Total for All NAICS,Business Applications from Corporations,DE,2009,3154.0
U,Total for All NAICS,Business Applications from Corporations,DC,2009,1345.0
A,Total for All NAICS,Business Applications from Corporations,DC,2009,1354.0
U,Total for All NAICS,Business Applications from Corporations,FL,2009,101801.0
A,Total for All NAICS,Business Applications from Corporations,FL,2009,102689.0
U,Total for All NAICS,Business Applications from Corporations,GA,2009,24265.0
A,Total for All NAICS,Business Applications from Corporations,GA,2009,24443.0
U,Total for All NAICS,Business Applications from Corporations,HI,2009,2028.0
A,Total for All NAICS,Business Applications from Corporations,HI,2009,2033.0
U,Total for All NAICS,Business Applications from Corporations,ID,2009,2102.0
A,Total for All NAICS,Business Applications from Corporations,ID,2009,2119.0
U,Total for All NAICS,Business Applications from Corporations,IL,2009,38167.0
A,Total for All NAICS,Business Applications from Corporations,IL,2009,38430.0
U,Total for All NAICS,Business Applications from Corporations,IN,2009,8207.0
A,Total for All NAICS,Business Applications from Corporations,IN,2009,8240.0
U,Total for All NAICS,Business Applications from Corporations,IA,2009,3037.0
A,Total for All NAICS,Business Applications from Corporations,IA,2009,3067.0
U,Total for All NAICS,Business Applications from Corporations,KS,2009,3030.0
A,Total for All NAICS,Business Applications from Corporations,KS,2009,3041.0
U,Total for All NAICS,Business Applications from Corporations,KY,2009,3590.0
A,Total for All NAICS,Business Applications from Corporations,KY,2009,3614.0
U,Total for All NAICS,Business Applications from Corporations,LA,2009,3833.0
A,Total for All NAICS,Business Applications from Corporations,LA,2009,3862.0
U,Total for All NAICS,Business Applications from Corporations,ME,2009,1386.0
A,Total for All NAICS,Business Applications from Corporations,ME,2009,1386.0
U,Total for All NAICS,Business Applications from Corporations,MD,2009,9531.0
A,Total for All NAICS,Business Applications from Corporations,MD,2009,9604.0
U,Total for All NAICS,Business Applications from Corporations,MA,2009,9819.0
A,Total for All NAICS,Business Applications from Corporations,MA,2009,9915.0
U,Total for All NAICS,Business Applications from Corporations,MI,2009,14810.0
A,Total for All NAICS,Business Applications from Corporations,MI,2009,14885.0
U,Total for All NAICS,Business Applications from Corporations,MN,2009,9166.0
A,Total for All NAICS,Business Applications from Corporations,MN,2009,9152.0
U,Total for All NAICS,Business Applications from Corporations,MS,2009,3061.0
A,Total for All NAICS,Business Applications from Corporations,MS,2009,3058.0
U,Total for All NAICS,Business Applications from Corporations,MO,2009,4756.0
A,Total for All NAICS,Business Applications from Corporations,MO,2009,4789.0
U,Total for All NAICS,Business Applications from Corporations,MT,2009,1748.0
A,Total for All NAICS,Business Applications from Corporations,MT,2009,1758.0
U,Total for All NAICS,Business Applications from Corporations,NE,2009,2270.0
A,Total for All NAICS,Business Applications from Corporations,NE,2009,2282.0
U,Total for All NAICS,Business Applications from Corporations,NV,2009,11027.0
A,Total for All NAICS,Business Applications from Corporations,NV,2009,11106.0
U,Total for All NAICS,Business Applications from Corporations,NH,2009,1108.0
A,Total for All NAICS,Business Applications from Corporations,NH,2009,1111.0
U,Total for All NAICS,Business Applications from Corporations,NJ,2009,13919.0
A,Total for All NAICS,Business Applications from Corporations,NJ,2009,14021.0
U,Total for All NAICS,Business Applications from Corporations,NM,2009,1802.0
A,Total for All NAICS,Business Applications from Corporations,NM,2009,1817.0
U,Total for All NAICS,Business Applications from Corporations,NY,2009,68156.0
A,Total for All NAICS,Business Applications from Corporations,NY,2009,68666.0
U,Total for All NAICS,Business Applications from Corporations,NC,2009,15891.0
A,Total for All NAICS,Business Applications from Corporations,NC,2009,16020.0
U,Total for All NAICS,Business Applications from Corporations,ND,2009,737.0
A,Total for All NAICS,Business Applications from Corporations,ND,2009,742.0
U,Total for All NAICS,Business Applications from Corporations,OH,2009,9574.0
A,Total for All NAICS,Business Applications from Corporations,OH,2009,9625.0
U,Total for All NAICS,Business Applications from Corporations,OK,2009,4304.0
A,Total for All NAICS,Business Applications from Corporations,OK,2009,4314.0
U,Total for All NAICS,Business Applications from Corporations,OR,2009,5419.0
A,Total for All NAICS,Business Applications from Corporations,OR,2009,5450.0
U,Total for All NAICS,Business Applications from Corporations,PA,2009,13029.0
A,Total for All NAICS,Business Applications from Corporations,PA,2009,13114.0
U,Total for All NAICS,Business Applications from Corporations,RI,2009,1361.0
A,Total for All NAICS,Business Applications from Corporations,RI,2009,1370.0
U,Total for All NAICS,Business Applications from Corporations,SC,2009,4008.0
A,Total for All NAICS,Business Applications from Corporations,SC,2009,4022.0
U,Total for All NAICS,Business Applications from Corporations,SD,2009,893.0
A,Total for All NAICS,Business Applications from Corporations,SD,2009,891.0
U,Total for All NAICS,Business Applications from Corporations,TN,2009,6816.0
A,Total for All NAICS,Business Applications from Corporations,TN,2009,6873.0
U,Total for All NAICS,Business Applications from Corporations,TX,2009,33311.0
A,Total for All NAICS,Business Applications from Corporations,TX,2009,33505.0
U,Total for All NAICS,Business Applications from Corporations,UT,2009,5871.0
A,Total for All NAICS,Business Applications from Corporations,UT,2009,5901.0
U,Total for All NAICS,Business Applications from Corporations,VT,2009,705.0
A,Total for All NAICS,Business Applications from Corporations,VT,2009,708.0
U,Total for All NAICS,Business Applications from Corporations,VA,2009,12731.0
A,Total for All NAICS,Business Applications from Corporations,VA,2009,12814.0
U,Total for All NAICS,Business Applications from Corporations,WA,2009,9265.0
A,Total for All NAICS,Business Applications from Corporations,WA,2009,9321.0
U,Total for All NAICS,Business Applications from Corporations,WV,2009,1078.0
A,Total for All NAICS,Business Applications from Corporations,WV,2009,1087.0
U,Total for All NAICS,Business Applications from Corporations,WI,2009,4170.0
A,Total for All NAICS,Business Applications from Corporations,WI,2009,4191.0
U,Total for All NAICS,Business Applications from Corporations,WY,2009,1871.0
A,Total for All NAICS,Business Applications from Corporations,WY,2009,1881.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,1133965.0
U,Agriculture,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,10979.0
U,Mining,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,2240.0
U,Utilities,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,859.0
U,Construction,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,164701.0
U,Manufacturing,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,28492.0
U,Wholesale Trade,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,47663.0
U,Retail Trade,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,144023.0
U,Transportation and Warehousing,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,41276.0
U,Information,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,19710.0
U,Finance and Insurance,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,51901.0
U,Real Estate,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,33509.0
U,Professional Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,159823.0
U,Management of Companies,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,3690.0
U,Administrative and Support,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,63329.0
U,Educational Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,14527.0
U,Health Care and Social Assistance,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,114952.0
U,Arts and Entertainment,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,22954.0
U,Accommodation and Food Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,134659.0
U,Other Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,66985.0
U,No NAICS Assigned,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,7699.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,1143303.0
A,Agriculture,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,10950.0
A,Mining,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,2255.0
A,Utilities,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,868.0
A,Construction,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,165840.0
A,Manufacturing,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,28756.0
A,Wholesale Trade,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,48108.0
A,Retail Trade,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,145495.0
A,Transportation and Warehousing,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,41615.0
A,Information,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,19894.0
A,Finance and Insurance,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,52129.0
A,Real Estate,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,33734.0
A,Professional Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,161029.0
A,Management of Companies,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,3696.0
A,Administrative and Support,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,63791.0
A,Educational Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,14633.0
A,Health Care and Social Assistance,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,115828.0
A,Arts and Entertainment,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,23168.0
A,Accommodation and Food Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,135984.0
A,Other Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,67659.0
A,No NAICS Assigned,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2009,7877.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NO,2009,198520.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NO,2009,200208.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MW,2009,206888.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MW,2009,208190.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SO,2009,459552.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SO,2009,463687.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WE,2009,269005.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WE,2009,271218.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AL,2009,12415.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AL,2009,12537.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AK,2009,2097.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AK,2009,2122.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AZ,2009,21687.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AZ,2009,21852.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AR,2009,8503.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AR,2009,8568.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,CA,2009,133487.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,CA,2009,134528.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,CO,2009,25855.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,CO,2009,26192.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,CT,2009,9552.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,CT,2009,9640.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,DE,2009,5075.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,DE,2009,5129.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,DC,2009,3148.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,DC,2009,3169.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,FL,2009,140769.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,FL,2009,142124.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,GA,2009,46500.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,GA,2009,46951.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,HI,2009,4270.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,HI,2009,4283.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ID,2009,5499.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ID,2009,5563.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,IL,2009,53609.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,IL,2009,53994.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,IN,2009,18807.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,IN,2009,18921.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,IA,2009,7615.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,IA,2009,7677.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,KS,2009,8223.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,KS,2009,8286.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,KY,2009,9959.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,KY,2009,10036.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,LA,2009,13932.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,LA,2009,14061.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ME,2009,3353.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ME,2009,3364.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MD,2009,21007.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MD,2009,21206.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MA,2009,19257.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MA,2009,19467.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MI,2009,31362.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MI,2009,31601.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MN,2009,18903.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MN,2009,18893.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MS,2009,8398.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MS,2009,8434.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MO,2009,17187.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MO,2009,17321.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MT,2009,4012.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MT,2009,4029.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NE,2009,5030.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NE,2009,5061.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NV,2009,17259.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NV,2009,17385.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NH,2009,3647.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NH,2009,3656.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NJ,2009,34057.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NJ,2009,34302.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NM,2009,5191.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NM,2009,5223.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NY,2009,94237.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NY,2009,95032.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NC,2009,31962.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NC,2009,32295.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ND,2009,2039.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ND,2009,2053.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OH,2009,27855.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OH,2009,27996.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OK,2009,12062.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OK,2009,12135.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OR,2009,12720.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OR,2009,12833.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,PA,2009,29849.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,PA,2009,30135.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,RI,2009,2816.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,RI,2009,2846.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SC,2009,13351.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SC,2009,13461.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SD,2009,2455.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SD,2009,2472.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,TN,2009,18585.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,TN,2009,18782.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,TX,2009,83274.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,TX,2009,83938.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,UT,2009,12416.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,UT,2009,12497.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,VT,2009,1752.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,VT,2009,1766.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,VA,2009,27002.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,VA,2009,27227.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WA,2009,21389.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WA,2009,21563.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WV,2009,3610.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WV,2009,3634.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WI,2009,13803.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WI,2009,13915.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WY,2009,3123.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WY,2009,3148.0
U,Total for All NAICS,,US,2009,559619.0
U,Agriculture,,US,2009,9242.0
U,Mining,,US,2009,1351.0
U,Utilities,,US,2009,461.0
U,Construction,,US,2009,61086.0
U,Manufacturing,,US,2009,16044.0
U,Wholesale Trade,,US,2009,22778.0
U,Retail Trade,,US,2009,71971.0
U,Transportation and Warehousing,,US,2009,22482.0
U,Information,,US,2009,10260.0
U,Finance and Insurance,,US,2009,19945.0
U,Real Estate,,US,2009,15305.0
U,Professional Services,,US,2009,69395.0
U,Management of Companies,,US,2009,748.0
U,Administrative and Support,,US,2009,42141.0
U,Educational Services,,US,2009,9354.0
U,Health Care and Social Assistance,,US,2009,51825.0
U,Arts and Entertainment,,US,2009,13258.0
U,Accommodation and Food Services,,US,2009,70394.0
U,Other Services,,US,2009,46952.0
U,No NAICS Assigned,,US,2009,4627.0
A,Total for All NAICS,,US,2009,563936.0
A,Agriculture,,US,2009,9232.0
A,Mining,,US,2009,1360.0
A,Utilities,,US,2009,466.0
A,Construction,,US,2009,61437.0
A,Manufacturing,,US,2009,16183.0
A,Wholesale Trade,,US,2009,23007.0
A,Retail Trade,,US,2009,72661.0
A,Transportation and Warehousing,,US,2009,22613.0
A,Information,,US,2009,10356.0
A,Finance and Insurance,,US,2009,20041.0
A,Real Estate,,US,2009,15382.0
A,Professional Services,,US,2009,69937.0
A,Management of Companies,,US,2009,758.0
A,Administrative and Support,,US,2009,42456.0
A,Educational Services,,US,2009,9422.0
A,Health Care and Social Assistance,,US,2009,52182.0
A,Arts and Entertainment,,US,2009,13363.0
A,Accommodation and Food Services,,US,2009,71093.0
A,Other Services,,US,2009,47429.0
A,No NAICS Assigned,,US,2009,4564.0
U,Total for All NAICS,,NO,2009,87136.0
A,Total for All NAICS,,NO,2009,87848.0
U,Total for All NAICS,,MW,2009,109553.0
A,Total for All NAICS,,MW,2009,110209.0
U,Total for All NAICS,,SO,2009,222977.0
A,Total for All NAICS,,SO,2009,224822.0
U,Total for All NAICS,,WE,2009,139953.0
A,Total for All NAICS,,WE,2009,141057.0
U,Total for All NAICS,,AL,2009,7185.0
A,Total for All NAICS,,AL,2009,7245.0
U,Total for All NAICS,,AK,2009,1413.0
A,Total for All NAICS,,AK,2009,1437.0
U,Total for All NAICS,,AZ,2009,11610.0
A,Total for All NAICS,,AZ,2009,11703.0
U,Total for All NAICS,,AR,2009,4894.0
A,Total for All NAICS,,AR,2009,4929.0
U,Total for All NAICS,,CA,2009,68327.0
A,Total for All NAICS,,CA,2009,68838.0
U,Total for All NAICS,,CO,2009,12968.0
A,Total for All NAICS,,CO,2009,13119.0
U,Total for All NAICS,,CT,2009,4793.0
A,Total for All NAICS,,CT,2009,4855.0
U,Total for All NAICS,,DE,2009,1873.0
A,Total for All NAICS,,DE,2009,1894.0
U,Total for All NAICS,,DC,2009,1633.0
A,Total for All NAICS,,DC,2009,1644.0
U,Total for All NAICS,,FL,2009,49053.0
A,Total for All NAICS,,FL,2009,49447.0
U,Total for All NAICS,,GA,2009,22782.0
A,Total for All NAICS,,GA,2009,22983.0
U,Total for All NAICS,,HI,2009,2185.0
A,Total for All NAICS,,HI,2009,2190.0
U,Total for All NAICS,,ID,2009,3335.0
A,Total for All NAICS,,ID,2009,3374.0
U,Total for All NAICS,,IL,2009,23402.0
A,Total for All NAICS,,IL,2009,23585.0
U,Total for All NAICS,,IN,2009,9573.0
A,Total for All NAICS,,IN,2009,9637.0
U,Total for All NAICS,,IA,2009,4651.0
A,Total for All NAICS,,IA,2009,4699.0
U,Total for All NAICS,,KS,2009,5144.0
A,Total for All NAICS,,KS,2009,5181.0
U,Total for All NAICS,,KY,2009,5777.0
A,Total for All NAICS,,KY,2009,5815.0
U,Total for All NAICS,,LA,2009,7796.0
A,Total for All NAICS,,LA,2009,7857.0
U,Total for All NAICS,,ME,2009,1980.0
A,Total for All NAICS,,ME,2009,1986.0
U,Total for All NAICS,,MD,2009,10650.0
A,Total for All NAICS,,MD,2009,10756.0
U,Total for All NAICS,,MA,2009,9613.0
A,Total for All NAICS,,MA,2009,9694.0
U,Total for All NAICS,,MI,2009,16701.0
A,Total for All NAICS,,MI,2009,16787.0
U,Total for All NAICS,,MN,2009,9418.0
A,Total for All NAICS,,MN,2009,9418.0
U,Total for All NAICS,,MS,2009,5097.0
A,Total for All NAICS,,MS,2009,5122.0
U,Total for All NAICS,,MO,2009,10663.0
A,Total for All NAICS,,MO,2009,10729.0
U,Total for All NAICS,,MT,2009,2399.0
A,Total for All NAICS,,MT,2009,2415.0
