GeoFips,og_gdp_description,year,og_gdp_value,state
0,Current-dollar GDP ,1997,8577552000000.0,
0,Compensation ,1997,4713220000000.0,
0,Gross operating surplus ,1997,3286531000000.0,
0,  Taxes on production and imports (TOPI) ,1997,611614000000.0,
0,  Subsidies ,1997,-33810000000.0,
1000,Current-dollar GDP ,1997,104811900000.0,AL
1000,Compensation ,1997,61083800000.0,AL
1000,Gross operating surplus ,1997,37247900000.0,AL
1000,  Taxes on production and imports (TOPI) ,1997,6754800000.0,AL
1000,  Subsidies ,1997,-274500000.0,AL
2000,Current-dollar GDP ,1997,25810800000.0,AK
2000,Compensation ,1997,12347800000.0,AK
2000,Gross operating surplus ,1997,11061300000.0,AK
2000,  Taxes on production and imports (TOPI) ,1997,2464700000.0,AK
2000,  Subsidies ,1997,-62900000.0,AK
4000,Current-dollar GDP ,1997,132281000000.0,AZ
4000,Compensation ,1997,69876900000.0,AZ
4000,Gross operating surplus ,1997,53776000000.0,AZ
4000,  Taxes on production and imports (TOPI) ,1997,8958800000.0,AZ
4000,  Subsidies ,1997,-330800000.0,AZ
5000,Current-dollar GDP ,1997,59846300000.0,AR
5000,Compensation ,1997,32715500000.0,AR
5000,Gross operating surplus ,1997,23316000000.0,AR
5000,  Taxes on production and imports (TOPI) ,1997,4168500000.0,AR
5000,  Subsidies ,1997,-353600000.0,AR
6000,Current-dollar GDP ,1997,1071117000000.0,CA
6000,Compensation ,1997,574432900000.0,CA
6000,Gross operating surplus ,1997,431069400000.0,CA
6000,  Taxes on production and imports (TOPI) ,1997,70407300000.0,CA
6000,  Subsidies ,1997,-4792600000.0,CA
8000,Current-dollar GDP ,1997,136898700000.00002,CO
8000,Compensation ,1997,75823900000.0,CO
8000,Gross operating surplus ,1997,52989400000.0,CO
8000,  Taxes on production and imports (TOPI) ,1997,8627500000.0,CO
8000,  Subsidies ,1997,-542100000.0,CO
9000,Current-dollar GDP ,1997,138331800000.0,CT
9000,Compensation ,1997,77438900000.0,CT
9000,Gross operating surplus ,1997,50568500000.0,CT
9000,  Taxes on production and imports (TOPI) ,1997,10733300000.0,CT
9000,  Subsidies ,1997,-408900000.0,CT
10000,Current-dollar GDP ,1997,33353400000.0,DE
10000,Compensation ,1997,15575000000.0,DE
10000,Gross operating surplus ,1997,16293500000.0,DE
10000,  Taxes on production and imports (TOPI) ,1997,1578300000.0,DE
10000,  Subsidies ,1997,-93400000.0,DE
11000,Current-dollar GDP ,1997,52503600000.0,DC
11000,Compensation ,1997,36301400000.0,DC
11000,Gross operating surplus ,1997,14801000000.0,DC
11000,  Taxes on production and imports (TOPI) ,1997,1885400000.0,DC
11000,  Subsidies ,1997,-484200000.0,DC
12000,Current-dollar GDP ,1997,401535300000.0,FL
12000,Compensation ,1997,221570000000.0,FL
12000,Gross operating surplus ,1997,142316900000.0,FL
12000,  Taxes on production and imports (TOPI) ,1997,38869000000.0,FL
12000,  Subsidies ,1997,-1220700000.0,FL
13000,Current-dollar GDP ,1997,242540800000.0,GA
13000,Compensation ,1997,132265000000.0,GA
13000,Gross operating surplus ,1997,94784600000.0,GA
13000,  Taxes on production and imports (TOPI) ,1997,16183000000.0,GA
13000,  Subsidies ,1997,-691800000.0,GA
15000,Current-dollar GDP ,1997,37707400000.0,HI
15000,Compensation ,1997,21079400000.0,HI
15000,Gross operating surplus ,1997,13552700000.0,HI
15000,  Taxes on production and imports (TOPI) ,1997,3260800000.0,HI
15000,  Subsidies ,1997,-185400000.0,HI
16000,Current-dollar GDP ,1997,29496900000.0,ID
16000,Compensation ,1997,16181200000.0,ID
16000,Gross operating surplus ,1997,11392200000.0,ID
16000,  Taxes on production and imports (TOPI) ,1997,2066199999.9999998,ID
16000,  Subsidies ,1997,-142700000.0,ID
17000,Current-dollar GDP ,1997,415534800000.0,IL
17000,Compensation ,1997,236758400000.0,IL
17000,Gross operating surplus ,1997,151296600000.0,IL
17000,  Taxes on production and imports (TOPI) ,1997,29451400000.0,IL
17000,  Subsidies ,1997,-1971400000.0,IL
18000,Current-dollar GDP ,1997,170431900000.0,IN
18000,Compensation ,1997,97939300000.0,IN
18000,Gross operating surplus ,1997,61982100000.0,IN
18000,  Taxes on production and imports (TOPI) ,1997,11027100000.0,IN
18000,  Subsidies ,1997,-516700000.00000006,IN
19000,Current-dollar GDP ,1997,82720400000.0,IA
19000,Compensation ,1997,43058400000.0,IA
19000,Gross operating surplus ,1997,34799400000.0,IA
19000,  Taxes on production and imports (TOPI) ,1997,5647100000.0,IA
19000,  Subsidies ,1997,-784500000.0,IA
20000,Current-dollar GDP ,1997,74662300000.0,KS
20000,Compensation ,1997,42336500000.0,KS
20000,Gross operating surplus ,1997,27382900000.0,KS
20000,  Taxes on production and imports (TOPI) ,1997,5559300000.0,KS
20000,  Subsidies ,1997,-616400000.0,KS
21000,Current-dollar GDP ,1997,104546200000.0,KY
21000,Compensation ,1997,55345300000.0,KY
21000,Gross operating surplus ,1997,41490600000.0,KY
21000,  Taxes on production and imports (TOPI) ,1997,7943600000.0,KY
21000,  Subsidies ,1997,-233300000.0,KY
22000,Current-dollar GDP ,1997,116313200000.0,LA
22000,Compensation ,1997,60384900000.0,LA
22000,Gross operating surplus ,1997,47340300000.0,LA
22000,  Taxes on production and imports (TOPI) ,1997,8973800000.0,LA
22000,  Subsidies ,1997,-385800000.0,LA
23000,Current-dollar GDP ,1997,30618400000.0,ME
23000,Compensation ,1997,17694300000.0,ME
23000,Gross operating surplus ,1997,9998600000.0,ME
23000,  Taxes on production and imports (TOPI) ,1997,2998100000.0,ME
23000,  Subsidies ,1997,-72600000.0,ME
24000,Current-dollar GDP ,1997,159372100000.0,MD
24000,Compensation ,1997,92546300000.0,MD
24000,Gross operating surplus ,1997,57249300000.0,MD
24000,  Taxes on production and imports (TOPI) ,1997,10186400000.0,MD
24000,  Subsidies ,1997,-609800000.0,MD
25000,Current-dollar GDP ,1997,237267400000.0,MA
25000,Compensation ,1997,135274100000.0,MA
25000,Gross operating surplus ,1997,90725200000.0,MA
25000,  Taxes on production and imports (TOPI) ,1997,12184800000.0,MA
25000,  Subsidies ,1997,-916600000.0,MA
26000,Current-dollar GDP ,1997,299817700000.0,MI
26000,Compensation ,1997,178618100000.0,MI
26000,Gross operating surplus ,1997,101944000000.0,MI
26000,  Taxes on production and imports (TOPI) ,1997,19969100000.0,MI
26000,  Subsidies ,1997,-713500000.0,MI
27000,Current-dollar GDP ,1997,156351400000.0,MN
27000,Compensation ,1997,91983800000.0,MN
27000,Gross operating surplus ,1997,54159500000.0,MN
27000,  Taxes on production and imports (TOPI) ,1997,10987000000.0,MN
27000,  Subsidies ,1997,-778800000.0,MN
28000,Current-dollar GDP ,1997,58352700000.0,MS
28000,Compensation ,1997,32624300000.0,MS
28000,Gross operating surplus ,1997,21296300000.0,MS
28000,  Taxes on production and imports (TOPI) ,1997,4701400000.0,MS
28000,  Subsidies ,1997,-269200000.0,MS
29000,Current-dollar GDP ,1997,163175600000.0,MO
29000,Compensation ,1997,91302300000.0,MO
29000,Gross operating surplus ,1997,62103800000.0,MO
29000,  Taxes on production and imports (TOPI) ,1997,10378900000.0,MO
29000,  Subsidies ,1997,-609300000.0,MO
30000,Current-dollar GDP ,1997,19290400000.0,MT
30000,Compensation ,1997,10408400000.0,MT
30000,Gross operating surplus ,1997,7578600000.0,MT
30000,  Taxes on production and imports (TOPI) ,1997,1560000000.0,MT
30000,  Subsidies ,1997,-256600000.00000003,MT
31000,Current-dollar GDP ,1997,49819200000.0,NE
31000,Compensation ,1997,27299200000.0,NE
31000,Gross operating surplus ,1997,19352100000.0,NE
31000,  Taxes on production and imports (TOPI) ,1997,3678400000.0,NE
31000,  Subsidies ,1997,-510500000.0,NE
32000,Current-dollar GDP ,1997,60259100000.0,NV
32000,Compensation ,1997,32832800000.000004,NV
32000,Gross operating surplus ,1997,22608500000.0,NV
32000,  Taxes on production and imports (TOPI) ,1997,4973900000.0,NV
32000,  Subsidies ,1997,-156100000.0,NV
33000,Current-dollar GDP ,1997,38206600000.0,NH
33000,Compensation ,1997,20230700000.0,NH
33000,Gross operating surplus ,1997,15319700000.0,NH
33000,  Taxes on production and imports (TOPI) ,1997,2731100000.0,NH
33000,  Subsidies ,1997,-74900000.0,NH
34000,Current-dollar GDP ,1997,307817100000.0,NJ
34000,Compensation ,1997,169602200000.0,NJ
34000,Gross operating surplus ,1997,113056400000.0,NJ
34000,  Taxes on production and imports (TOPI) ,1997,26287200000.0,NJ
34000,  Subsidies ,1997,-1128800000.0,NJ
35000,Current-dollar GDP ,1997,52475600000.0,NM
35000,Compensation ,1997,23002300000.0,NM
35000,Gross operating surplus ,1997,25921200000.0,NM
35000,  Taxes on production and imports (TOPI) ,1997,3678000000.0,NM
35000,  Subsidies ,1997,-126000000.0,NM
36000,Current-dollar GDP ,1997,718814300000.0,NY
36000,Compensation ,1997,384483000000.0,NY
36000,Gross operating surplus ,1997,285946200000.0,NY
36000,  Taxes on production and imports (TOPI) ,1997,53171800000.0,NY
36000,  Subsidies ,1997,-4786700000.0,NY
37000,Current-dollar GDP ,1997,233934900000.0,NC
37000,Compensation ,1997,126356700000.0,NC
37000,Gross operating surplus ,1997,93019900000.0,NC
37000,  Taxes on production and imports (TOPI) ,1997,15088800000.0,NC
37000,  Subsidies ,1997,-530500000.0,NC
38000,Current-dollar GDP ,1997,15760800000.0,ND
38000,Compensation ,1997,8802200000.0,ND
38000,Gross operating surplus ,1997,5905700000.0,ND
38000,  Taxes on production and imports (TOPI) ,1997,1451100000.0,ND
38000,  Subsidies ,1997,-398200000.0,ND
39000,Current-dollar GDP ,1997,343430300000.0,OH
39000,Compensation ,1997,196108700000.0,OH
39000,Gross operating surplus ,1997,125809500000.0,OH
39000,  Taxes on production and imports (TOPI) ,1997,22408600000.0,OH
39000,  Subsidies ,1997,-896500000.0,OH
40000,Current-dollar GDP ,1997,79044400000.0,OK
40000,Compensation ,1997,43635000000.0,OK
40000,Gross operating surplus ,1997,30165600000.0,OK
40000,  Taxes on production and imports (TOPI) ,1997,5556200000.0,OK
40000,  Subsidies ,1997,-312500000.0,OK
41000,Current-dollar GDP ,1997,100914800000.0,OR
41000,Compensation ,1997,56134900000.0,OR
41000,Gross operating surplus ,1997,40064300000.0,OR
41000,  Taxes on production and imports (TOPI) ,1997,5110400000.0,OR
41000,  Subsidies ,1997,-394900000.0,OR
42000,Current-dollar GDP ,1997,356988000000.0,PA
42000,Compensation ,1997,203876800000.0,PA
42000,Gross operating surplus ,1997,130253500000.0,PA
42000,  Taxes on production and imports (TOPI) ,1997,24088200000.0,PA
42000,  Subsidies ,1997,-1230500000.0,PA
44000,Current-dollar GDP ,1997,28928800000.0,RI
44000,Compensation ,1997,16428099999.999998,RI
44000,Gross operating surplus ,1997,10175200000.0,RI
44000,  Taxes on production and imports (TOPI) ,1997,2425300000.0,RI
44000,  Subsidies ,1997,-99800000.0,RI
45000,Current-dollar GDP ,1997,97425000000.0,SC
45000,Compensation ,1997,55458400000.0,SC
45000,Gross operating surplus ,1997,35309500000.0,SC
45000,  Taxes on production and imports (TOPI) ,1997,6878700000.0,SC
45000,  Subsidies ,1997,-221600000.0,SC
46000,Current-dollar GDP ,1997,19031400000.0,SD
46000,Compensation ,1997,9615100000.0,SD
46000,Gross operating surplus ,1997,8080700000.0,SD
46000,  Taxes on production and imports (TOPI) ,1997,1631000000.0,SD
46000,  Subsidies ,1997,-295400000.0,SD
47000,Current-dollar GDP ,1997,154382100000.0,TN
47000,Compensation ,1997,86590200000.0,TN
47000,Gross operating surplus ,1997,56801100000.0,TN
47000,  Taxes on production and imports (TOPI) ,1997,11364400000.0,TN
47000,  Subsidies ,1997,-373600000.0,TN
48000,Current-dollar GDP ,1997,610157300000.0,TX
48000,Compensation ,1997,316948800000.0,TX
48000,Gross operating surplus ,1997,244940900000.0,TX
48000,  Taxes on production and imports (TOPI) ,1997,50087900000.0,TX
48000,  Subsidies ,1997,-1820300000.0,TX
49000,Current-dollar GDP ,1997,57684000000.0,UT
49000,Compensation ,1997,32626000000.0,UT
49000,Gross operating surplus ,1997,21611100000.0,UT
49000,  Taxes on production and imports (TOPI) ,1997,3592400000.0,UT
49000,  Subsidies ,1997,-145500000.0,UT
50000,Current-dollar GDP ,1997,15454700000.0,VT
50000,Compensation ,1997,8866200000.0,VT
50000,Gross operating surplus ,1997,5209700000.0,VT
50000,  Taxes on production and imports (TOPI) ,1997,1421900000.0,VT
50000,  Subsidies ,1997,-43200000.0,VT
51000,Current-dollar GDP ,1997,215101700000.0,VA
51000,Compensation ,1997,125343100000.0,VA
51000,Gross operating surplus ,1997,76237600000.0,VA
51000,  Taxes on production and imports (TOPI) ,1997,14068000000.0,VA
51000,  Subsidies ,1997,-547000000.0,VA
53000,Current-dollar GDP ,1997,193825900000.0,WA
53000,Compensation ,1997,104320100000.0,WA
53000,Gross operating surplus ,1997,72446400000.0,WA
53000,  Taxes on production and imports (TOPI) ,1997,17829400000.0,WA
53000,  Subsidies ,1997,-770000000.0,WA
54000,Current-dollar GDP ,1997,38777500000.0,WV
54000,Compensation ,1997,21794700000.0,WV
54000,Gross operating surplus ,1997,13885100000.0,WV
54000,  Taxes on production and imports (TOPI) ,1997,3175800000.0,WV
54000,  Subsidies ,1997,-78100000.0,WV
55000,Current-dollar GDP ,1997,153431700000.0,WI
55000,Compensation ,1997,91523000000.0,WI
55000,Gross operating surplus ,1997,50462300000.0,WI
55000,  Taxes on production and imports (TOPI) ,1997,11960000000.0,WI
55000,  Subsidies ,1997,-513600000.0,WI
56000,Current-dollar GDP ,1997,14654500000.0,WY
56000,Compensation ,1997,6990900000.0,WY
56000,Gross operating surplus ,1997,6273100000.0,WY
56000,  Taxes on production and imports (TOPI) ,1997,1427900000.0,WY
56000,  Subsidies ,1997,-37400000.0,WY
91000,Current-dollar GDP ,1997,488807800000.0,
91000,Compensation ,1997,275932300000.0,
91000,Gross operating surplus ,1997,181996900000.0,
91000,  Taxes on production and imports (TOPI) ,1997,32494500000.0,
91000,  Subsidies ,1997,-1616000000.0,
92000,Current-dollar GDP ,1997,1628848500000.0,
92000,Compensation ,1997,902384800000.0,
92000,Gross operating surplus ,1997,617599900000.0,
92000,  Taxes on production and imports (TOPI) ,1997,117197300000.0,
92000,  Subsidies ,1997,-8333400000.0,
93000,Current-dollar GDP ,1997,1382646400000.0,
93000,Compensation ,1997,800947500000.0,
93000,Gross operating surplus ,1997,491494500000.0,
93000,  Taxes on production and imports (TOPI) ,1997,94816100000.0,
93000,  Subsidies ,1997,-4611700000.0,
94000,Current-dollar GDP ,1997,561521100000.0,
94000,Compensation ,1997,314397400000.0,
94000,Gross operating surplus ,1997,211784100000.0,
94000,  Taxes on production and imports (TOPI) ,1997,39332700000.0,
94000,  Subsidies ,1997,-3993200000.0,
95000,Current-dollar GDP ,1997,1827567600000.0,
95000,Compensation ,1997,1011531800000.0,
95000,Gross operating surplus ,1997,683045700000.0,
95000,  Taxes on production and imports (TOPI) ,1997,138169900000.0,
95000,  Subsidies ,1997,-5179800000.0,
96000,Current-dollar GDP ,1997,873958200000.0,
96000,Compensation ,1997,453463000000.0,
96000,Gross operating surplus ,1997,354803800000.0,
96000,  Taxes on production and imports (TOPI) ,1997,68280899999.99999,
96000,  Subsidies ,1997,-2589500000.0,
97000,Current-dollar GDP ,1997,258024400000.0,
97000,Compensation ,1997,142030300000.0,
97000,Gross operating surplus ,1997,99844400000.0,
97000,  Taxes on production and imports (TOPI) ,1997,17274000000.0,
97000,  Subsidies ,1997,-1124200000.0,
98000,Current-dollar GDP ,1997,1489635000000.0,
98000,Compensation ,1997,801147900000.0,
98000,Gross operating surplus ,1997,590802600000.0,
98000,  Taxes on production and imports (TOPI) ,1997,104046500000.0,
98000,  Subsidies ,1997,-6362100000.0,
0,Current-dollar GDP ,1998,9062817000000.0,
0,Compensation ,1998,5075701000000.0,
0,Gross operating surplus ,1998,3384012000000.0,
0,  Taxes on production and imports (TOPI) ,1998,639472000000.0,
0,  Subsidies ,1998,-36368000000.0,
1000,Current-dollar GDP ,1998,110212000000.0,AL
1000,Compensation ,1998,64168600000.0,AL
1000,Gross operating surplus ,1998,39368100000.0,AL
1000,  Taxes on production and imports (TOPI) ,1998,6968300000.0,AL
1000,  Subsidies ,1998,-292900000.0,AL
2000,Current-dollar GDP ,1998,24227500000.0,AK
2000,Compensation ,1998,12889600000.0,AK
2000,Gross operating surplus ,1998,9388700000.0,AK
2000,  Taxes on production and imports (TOPI) ,1998,2003900000.0,AK
2000,  Subsidies ,1998,-54700000.0,AK
4000,Current-dollar GDP ,1998,143302600000.0,AZ
4000,Compensation ,1998,77166000000.0,AZ
4000,Gross operating surplus ,1998,57020800000.0,AZ
4000,  Taxes on production and imports (TOPI) ,1998,9478900000.0,AZ
4000,  Subsidies ,1998,-363100000.0,AZ
5000,Current-dollar GDP ,1998,62396700000.0,AR
5000,Compensation ,1998,34880900000.0,AR
5000,Gross operating surplus ,1998,23736900000.0,AR
5000,  Taxes on production and imports (TOPI) ,1998,4299000000.0,AR
5000,  Subsidies ,1998,-520100000.0,AR
6000,Current-dollar GDP ,1998,1147520400000.0,CA
6000,Compensation ,1998,625411700000.0,CA
6000,Gross operating surplus ,1998,453030900000.0,CA
6000,  Taxes on production and imports (TOPI) ,1998,73616000000.0,CA
6000,  Subsidies ,1998,-4538300000.0,CA
8000,Current-dollar GDP ,1998,150330000000.0,CO
8000,Compensation ,1998,83882300000.0,CO
8000,Gross operating surplus ,1998,57765100000.0,CO
8000,  Taxes on production and imports (TOPI) ,1998,9300600000.0,CO
8000,  Subsidies ,1998,-618000000.0,CO
9000,Current-dollar GDP ,1998,145475500000.0,CT
9000,Compensation ,1998,82629700000.0,CT
9000,Gross operating surplus ,1998,51906800000.0,CT
9000,  Taxes on production and imports (TOPI) ,1998,11317300000.0,CT
9000,  Subsidies ,1998,-378200000.0,CT
10000,Current-dollar GDP ,1998,37106000000.0,DE
10000,Compensation ,1998,16806599999.999998,DE
10000,Gross operating surplus ,1998,18697300000.0,DE
10000,  Taxes on production and imports (TOPI) ,1998,1693700000.0,DE
10000,  Subsidies ,1998,-91600000.0,DE
11000,Current-dollar GDP ,1998,54815300000.0,DC
11000,Compensation ,1998,37987600000.0,DC
11000,Gross operating surplus ,1998,15341700000.0,DC
11000,  Taxes on production and imports (TOPI) ,1998,1913400000.0,DC
11000,  Subsidies ,1998,-427500000.0,DC
12000,Current-dollar GDP ,1998,429138400000.0,FL
12000,Compensation ,1998,240582200000.0,FL
12000,Gross operating surplus ,1998,147761100000.0,FL
12000,  Taxes on production and imports (TOPI) ,1998,42021400000.0,FL
12000,  Subsidies ,1998,-1226200000.0,FL
13000,Current-dollar GDP ,1998,265347200000.0,GA
13000,Compensation ,1998,145064500000.0,GA
13000,Gross operating surplus ,1998,103983200000.0,GA
13000,  Taxes on production and imports (TOPI) ,1998,17034099999.999998,GA
13000,  Subsidies ,1998,-734700000.0,GA
15000,Current-dollar GDP ,1998,37622900000.0,HI
15000,Compensation ,1998,21564400000.0,HI
15000,Gross operating surplus ,1998,12914200000.0,HI
15000,  Taxes on production and imports (TOPI) ,1998,3309000000.0,HI
15000,  Subsidies ,1998,-164700000.0,HI
16000,Current-dollar GDP ,1998,31059800000.0,ID
16000,Compensation ,1998,17240600000.0,ID
16000,Gross operating surplus ,1998,11868200000.0,ID
16000,  Taxes on production and imports (TOPI) ,1998,2173300000.0,ID
16000,  Subsidies ,1998,-222300000.0,ID
17000,Current-dollar GDP ,1998,436567100000.0,IL
17000,Compensation ,1998,254033100000.0,IL
17000,Gross operating surplus ,1998,154671800000.0,IL
17000,  Taxes on production and imports (TOPI) ,1998,30117600000.0,IL
17000,  Subsidies ,1998,-2255500000.0,IL
18000,Current-dollar GDP ,1998,184359800000.0,IN
18000,Compensation ,1998,104953800000.0,IN
18000,Gross operating surplus ,1998,68704899999.99999,IN
18000,  Taxes on production and imports (TOPI) ,1998,11398600000.0,IN
18000,  Subsidies ,1998,-697400000.0,IN
19000,Current-dollar GDP ,1998,84644000000.0,IA
19000,Compensation ,1998,46424700000.0,IA
19000,Gross operating surplus ,1998,33538699999.999996,IA
19000,  Taxes on production and imports (TOPI) ,1998,5843800000.0,IA
19000,  Subsidies ,1998,-1163200000.0,IA
20000,Current-dollar GDP ,1998,78382000000.0,KS
20000,Compensation ,1998,45547800000.0,KS
20000,Gross operating surplus ,1998,27898300000.0,KS
20000,  Taxes on production and imports (TOPI) ,1998,5840800000.0,KS
20000,  Subsidies ,1998,-905000000.0,KS
21000,Current-dollar GDP ,1998,109382300000.0,KY
21000,Compensation ,1998,58587000000.0,KY
21000,Gross operating surplus ,1998,42902200000.0,KY
21000,  Taxes on production and imports (TOPI) ,1998,8178800000.0,KY
21000,  Subsidies ,1998,-285700000.0,KY
22000,Current-dollar GDP ,1998,120198100000.0,LA
22000,Compensation ,1998,64270000000.0,LA
22000,Gross operating surplus ,1998,46982400000.0,LA
22000,  Taxes on production and imports (TOPI) ,1998,9401000000.0,LA
22000,  Subsidies ,1998,-455300000.0,LA
23000,Current-dollar GDP ,1998,32156200000.0,ME
23000,Compensation ,1998,18796100000.0,ME
23000,Gross operating surplus ,1998,10208600000.0,ME
23000,  Taxes on production and imports (TOPI) ,1998,3221800000.0,ME
23000,  Subsidies ,1998,-70300000.0,ME
24000,Current-dollar GDP ,1998,169982100000.0,MD
24000,Compensation ,1998,99146000000.0,MD
24000,Gross operating surplus ,1998,60621400000.0,MD
24000,  Taxes on production and imports (TOPI) ,1998,10785900000.0,MD
24000,  Subsidies ,1998,-571200000.0,MD
25000,Current-dollar GDP ,1998,249299000000.0,MA
25000,Compensation ,1998,146259900000.0,MA
25000,Gross operating surplus ,1998,91037900000.0,MA
25000,  Taxes on production and imports (TOPI) ,1998,12896700000.0,MA
25000,  Subsidies ,1998,-895500000.0,MA
26000,Current-dollar GDP ,1998,312688100000.0,MI
26000,Compensation ,1998,189196400000.0,MI
26000,Gross operating surplus ,1998,103223800000.0,MI
26000,  Taxes on production and imports (TOPI) ,1998,21060000000.0,MI
26000,  Subsidies ,1998,-792100000.0,MI
27000,Current-dollar GDP ,1998,166904800000.0,MN
27000,Compensation ,1998,100335700000.0,MN
27000,Gross operating surplus ,1998,55832200000.0,MN
27000,  Taxes on production and imports (TOPI) ,1998,11920900000.0,MN
27000,  Subsidies ,1998,-1183900000.0,MN
28000,Current-dollar GDP ,1998,60940400000.0,MS
28000,Compensation ,1998,34934600000.0,MS
28000,Gross operating surplus ,1998,20995300000.0,MS
28000,  Taxes on production and imports (TOPI) ,1998,5356500000.0,MS
28000,  Subsidies ,1998,-345900000.0,MS
29000,Current-dollar GDP ,1998,169483400000.0,MO
29000,Compensation ,1998,96638500000.0,MO
29000,Gross operating surplus ,1998,62605000000.0,MO
29000,  Taxes on production and imports (TOPI) ,1998,10957600000.0,MO
29000,  Subsidies ,1998,-717600000.0,MO
30000,Current-dollar GDP ,1998,20429100000.0,MT
30000,Compensation ,1998,10988600000.0,MT
30000,Gross operating surplus ,1998,8195799999.999999,MT
30000,  Taxes on production and imports (TOPI) ,1998,1607200000.0,MT
30000,  Subsidies ,1998,-362500000.0,MT
31000,Current-dollar GDP ,1998,51822100000.0,NE
31000,Compensation ,1998,29083800000.0,NE
31000,Gross operating surplus ,1998,19920900000.0,NE
31000,  Taxes on production and imports (TOPI) ,1998,3629300000.0,NE
31000,  Subsidies ,1998,-811900000.0,NE
32000,Current-dollar GDP ,1998,65114200000.0,NV
32000,Compensation ,1998,36103200000.0,NV
32000,Gross operating surplus ,1998,23858900000.0,NV
32000,  Taxes on production and imports (TOPI) ,1998,5308700000.0,NV
32000,  Subsidies ,1998,-156600000.0,NV
33000,Current-dollar GDP ,1998,40554000000.0,NH
33000,Compensation ,1998,22064300000.0,NH
33000,Gross operating surplus ,1998,15737800000.0,NH
33000,  Taxes on production and imports (TOPI) ,1998,2824900000.0,NH
33000,  Subsidies ,1998,-73100000.0,NH
34000,Current-dollar GDP ,1998,319861300000.0,NJ
34000,Compensation ,1998,182590300000.0,NJ
34000,Gross operating surplus ,1998,110113300000.0,NJ
34000,  Taxes on production and imports (TOPI) ,1998,28200500000.0,NJ
34000,  Subsidies ,1998,-1042800000.0,NJ
35000,Current-dollar GDP ,1998,50658700000.0,NM
35000,Compensation ,1998,24255700000.0,NM
35000,Gross operating surplus ,1998,22877400000.0,NM
35000,  Taxes on production and imports (TOPI) ,1998,3669800000.0,NM
35000,  Subsidies ,1998,-144200000.0,NM
36000,Current-dollar GDP ,1998,745502400000.0,NY
36000,Compensation ,1998,413587100000.0,NY
36000,Gross operating surplus ,1998,282284700000.0,NY
36000,  Taxes on production and imports (TOPI) ,1998,53809200000.0,NY
36000,  Subsidies ,1998,-4178600000.0000005,NY
37000,Current-dollar GDP ,1998,246890400000.0,NC
37000,Compensation ,1998,135943100000.0,NC
37000,Gross operating surplus ,1998,95791900000.0,NC
37000,  Taxes on production and imports (TOPI) ,1998,15717100000.0,NC
37000,  Subsidies ,1998,-561700000.0,NC
38000,Current-dollar GDP ,1998,16816599999.999998,ND
38000,Compensation ,1998,9277700000.0,ND
38000,Gross operating surplus ,1998,6670900000.0,ND
38000,  Taxes on production and imports (TOPI) ,1998,1476100000.0,ND
38000,  Subsidies ,1998,-608100000.0,ND
39000,Current-dollar GDP ,1998,361638100000.0,OH
39000,Compensation ,1998,207545900000.0,OH
39000,Gross operating surplus ,1998,131812200000.00002,OH
39000,  Taxes on production and imports (TOPI) ,1998,23269600000.0,OH
39000,  Subsidies ,1998,-989600000.0,OH
40000,Current-dollar GDP ,1998,81196900000.0,OK
40000,Compensation ,1998,46522000000.0,OK
40000,Gross operating surplus ,1998,29450900000.0,OK
40000,  Taxes on production and imports (TOPI) ,1998,5615700000.0,OK
40000,  Subsidies ,1998,-391700000.0,OK
41000,Current-dollar GDP ,1998,105146800000.0,OR
41000,Compensation ,1998,59510400000.0,OR
41000,Gross operating surplus ,1998,40963900000.0,OR
41000,  Taxes on production and imports (TOPI) ,1998,5082200000.0,OR
41000,  Subsidies ,1998,-409800000.0,OR
42000,Current-dollar GDP ,1998,373748500000.0,PA
42000,Compensation ,1998,216198000000.0,PA
42000,Gross operating surplus ,1998,133482299999.99998,PA
42000,  Taxes on production and imports (TOPI) ,1998,25199400000.0,PA
42000,  Subsidies ,1998,-1131300000.0,PA
44000,Current-dollar GDP ,1998,30818500000.0,RI
44000,Compensation ,1998,17496400000.0,RI
44000,Gross operating surplus ,1998,10932700000.0,RI
44000,  Taxes on production and imports (TOPI) ,1998,2479400000.0,RI
44000,  Subsidies ,1998,-90000000.0,RI
45000,Current-dollar GDP ,1998,103456300000.0,SC
45000,Compensation ,1998,59612800000.0,SC
45000,Gross operating surplus ,1998,36681100000.0,SC
45000,  Taxes on production and imports (TOPI) ,1998,7404200000.0,SC
45000,  Subsidies ,1998,-241800000.0,SC
46000,Current-dollar GDP ,1998,20228100000.0,SD
46000,Compensation ,1998,10281700000.0,SD
46000,Gross operating surplus ,1998,8684200000.0,SD
46000,  Taxes on production and imports (TOPI) ,1998,1700300000.0,SD
46000,  Subsidies ,1998,-438000000.0,SD
47000,Current-dollar GDP ,1998,167394600000.0,TN
47000,Compensation ,1998,92075900000.0,TN
47000,Gross operating surplus ,1998,63996500000.0,TN
47000,  Taxes on production and imports (TOPI) ,1998,11727300000.0,TN
47000,  Subsidies ,1998,-405100000.0,TN
48000,Current-dollar GDP ,1998,645142600000.0,TX
48000,Compensation ,1998,348986900000.0,TX
48000,Gross operating surplus ,1998,245730400000.0,TX
48000,  Taxes on production and imports (TOPI) ,1998,52570700000.0,TX
48000,  Subsidies ,1998,-2145600000.0,TX
49000,Current-dollar GDP ,1998,62296100000.0,UT
