year,state,pce_clothing_footwear_and_related_services,pce_communication,pce_education,pce_financial_services_and_insurance,pce_food_and_beverages_purchased_for_off-premises_consumption,pce_food_services_and_accommodations,pce_furnishings_household_equipment_and_routine_household_maintenance,pce_health,pce_housing_utilities_and_fuels,pce_other_goods_and_services,pce_total,pce_recreation,pce_transportation
2002,OH,10571800000.0,4829800000.0,6256000000.0,16122800000.0,22520800000.0,16483400000.000002,14568800000.0,55047900000.0,47651500000.0,18604700000.0,280788500000.0,26923600000.0,29623300000.0
2002,OK,3060300000.0,1499800000.0,1560300000.0,4565800000.0,5387500000.0,4249500000.0,3533400000.0,14061600000.0,13092600000.0,4666600000.0,72822000000.0,5875600000.0,9491800000.0
2002,OR,3356700000.0,1350100000.0,1572500000.0,6958400000.0,7859100000.0,5622700000.0,4203500000.0,14368100000.0,16466900000.000002,5539900000.0,87237600000.0,7883300000.0,10042500000.0
2002,PA,12569500000.0,6399900000.0,8619900000.0,24800400000.0,24592300000.0,16870800000.0,14995200000.0,63666800000.0,57198900000.0,24825900000.0,331645100000.0,28623800000.0,33008400000.0
2002,RI,1000900000.0,484200000.0,638400000.0,2149700000.0,2163800000.0,1820200000.0,1237000000.0,5375400000.0,4890900000.0,1899200000.0,28065200000.0,2237100000.0,3050000000.0
2002,SC,4277500000.0,1632300000.0,1900400000.0,5164900000.0,8053500000.0,6282700000.0,4766700000.0,17489000000.0,17327500000.0,5941100000.0,93115000000.0,7407000000.0,10814400000.0
2002,SD,600700000.0,325000000.0,361800000.0,1125800000.0,1423600000.0,1174400000.0,840800000.0,3603500000.0,2770700000.0,1067900000.0000001,17008200000.0,1467100000.0,1625300000.0
2002,TN,5836700000.0,2361200000.0,2224300000.0,8264600000.0,10707000000.0,8327000000.0,7366800000.0,27071400000.0,23540800000.0,9049100000.0,134628299999.99998,11502000000.0,16060700000.0
2002,TX,22349800000.0,15718600000.0,9919600000.0,36202800000.0,40202400000.0,31768600000.0,26134200000.0,89725200000.0,90965000000.0,32822400000.0,516633600000.0,46541600000.0,65449900000.0
2002,UT,1944800000.0,818300000.0,842800000.0,3700200000.0,4124800000.0,3092300000.0,2676700000.0,7656300000.0,9513700000.0,2808000000.0,49194500000.0,4762700000.0,6323500000.0
2002,VA,8354700000.000001,5388900000.0,3876600000.0,12227400000.0,15138100000.0,11826600000.0,10475000000.0,30088400000.0,37627100000.0,15723900000.0,194618700000.0,20670600000.0,21357300000.0
2002,VT,578700000.0,246500000.0,477100000.0,1029200000.0,1498000000.0,1105200000.0,818700000.0,3091600000.0,3260100000.0,1093000000.0,17404600000.0,1528400000.0,1944500000.0
2002,WA,5459400000.0,4608200000.0,2861600000.0,11563900000.0,13674400000.0,9364300000.0,7974900000.0,27457400000.0,29789300000.0,11743000000.0,162268000000.0,15628700000.0,18676800000.0
2002,WI,4772500000.0,1835500000.0,2920200000.0,10032000000.0,10902800000.0,7416700000.0,6556000000.0,26938700000.0,24573200000.0,8293900000.0,136084500000.0,11727700000.0,15183000000.0
2002,WV,1276000000.0,702000000.0,629300000.0,2070500000.0,3325400000.0,2056500000.0,1771300000.0,8627900000.0,6454700000.0,2653200000.0,38098300000.0,2679900000.0,4211399999.9999995
2002,WY,556000000.0,181700000.0,245900000.0,1135100000.0,1059599999.9999999,840500000.0,520400000.0,2020200000.0,2340000000.0,709400000.0,12420800000.0,969800000.0,1657000000.0
2003,AK,602200000.0,328300000.0,350900000.0,1113200000.0,1894400000.0,1518300000.0,911600000.0,3711500000.0,3383900000.0,1477500000.0,20522000000.0,1949900000.0,2489200000.0
2003,AL,3983700000.0,2252200000.0,1629000000.0,7039100000.0,9338200000.0,5494500000.0,4874300000.0,21082500000.0,18039200000.0,6139000000.0,102313200000.0,8700400000.0,12099900000.0
2003,AR,2494000000.0,1549400000.0,1057300000.0,4182700000.0,4622400000.0,3102800000.0,2829500000.0,11727000000.0,10285800000.0,3328800000.0,57972800000.0,4635600000.0,6955300000.0
2003,AZ,5066700000.0,2750000000.0,2421100000.0,10340200000.0,11042600000.0,9398000000.0,7720600000.0,23133200000.0,28955800000.0,9629100000.0,142735100000.0,13431100000.0,17291600000.0
2003,CA,40332800000.0,24521900000.0,18839600000.0,73097300000.0,73524500000.0,59695400000.0,48112700000.0,155247400000.0,182490400000.0,64377000000.0,968262300000.0,100584700000.0,104853300000.0
2003,CO,5007400000.0,2861600000.0,2814400000.0,9647000000.0,10056900000.0,9205300000.0,6827600000.0,20582100000.0,24568400000.0,8708300000.0,131876000000.0,15021300000.0,14809900000.0
2003,CT,4400700000.0,2584200000.0,3026400000.0,12263500000.0,8222799999.999999,5682800000.0,5726700000.0,20936900000.0,18937900000.0,7696900000.0,114994900000.0,10684500000.0,11895000000.0
2003,DC,979500000.0,633500000.0,563300000.0,1830400000.0,1948500000.0,1659600000.0,1033700000.0,4306800000.0,3362600000.0,3827200000.0,25431200000.0,1995800000.0,2580300000.0
2003,DE,1078900000.0,359200000.0,560300000.0,2164100000.0,1983600000.0,1490900000.0,1345600000.0,4472200000.0,4320300000.0,1778400000.0,25161600000.0,2328200000.0,2726800000.0
2003,FL,14206000000.0,9653500000.0,6456700000.0,39592300000.0,37429200000.0,31754600000.0,26191500000.0,82907600000.0,99679500000.0,31893000000.0,474147600000.0,42326100000.0,48901200000.0
2003,GA,9185200000.0,4277600000.0000005,3818000000.0,16582800000.0,17411300000.0,14437900000.0,11626900000.0,37867500000.0,39844100000.0,13966500000.0,216651800000.0,18944800000.0,26695800000.0
2003,HI,1358400000.0,682300000.0,612200000.0,2464800000.0,3084200000.0,2379100000.0,1492200000.0,5980600000.0,6909600000.0,2325600000.0,34908700000.0,2726000000.0,3465600000.0
2003,IA,2516100000.0,1158600000.0,1581100000.0,4024600000.0,5609900000.0,3963400000.0,3223800000.0,13897800000.0,12538000000.0,4594300000.0,70943600000.0,6510000000.0,8493600000.0
2003,ID,972500000.0,428700000.0,556300000.0,2247500000.0,2909900000.0,1817500000.0,1525800000.0,5178400000.0,6005000000.0,1678800000.0,30149000000.0,2704800000.0,3564400000.0
2003,IL,14126400000.0,7576700000.0,9064600000.0,26489100000.0,24281000000.0,20392600000.0,16600800000.0,59462400000.0,60119800000.0,24998100000.0,345412200000.0,30205200000.0,37615900000.0
2003,IN,5779300000.0,2165300000.0,2885700000.0,9091500000.0,12347000000.0,9347700000.0,7700300000.0,29556600000.0,27075200000.0,9417000000.0,150189200000.0,13214800000.0,17687100000.0
2003,KS,2335200000.0,3200200000.0,1508100000.0,4640700000.0,5742600000.0,3710300000.0,3128700000.0,12523300000.0,11321400000.0,4043700000.0,68657000000.0,7279100000.0,7404300000.0
2003,KY,3410800000.0,1345000000.0,1896300000.0,6006000000.0,8510500000.0,5624100000.0,4542400000.0,19961300000.0,15747000000.0,6290500000.0,94424100000.0,7315500000.0,11123800000.0
2003,LA,4104300000.0,1609200000.0,1478700000.0,6848600000.0,8866700000.0,6803600000.0,5075800000.0,21022400000.0,16671500000.0,6810500000.0,100117800000.0,7096000000.0,11904700000.0
2003,MA,8915300000.0,4404700000.0,5023000000.0,21048700000.0,15334300000.0,12955700000.0,9809500000.0,42582300000.0,35895300000.0,14682000000.0,217838800000.0,20751900000.0,20246600000.0
2003,MD,6393900000.0,3757600000.0,4004200000.0,11634800000.0,11621400000.0,8972000000.0,8121600000.0,28953300000.0,31006800000.0,11536000000.0,162394900000.0,15470900000.0,17085000000.0
2003,ME,1271000000.0,446600000.0,901400000.0,2281700000.0,3105400000.0,2173500000.0,1584200000.0,6901400000.0,6629300000.0,2665100000.0,36845000000.0,3327700000.0,4010700000.0
2003,MI,9727700000.0,3694800000.0,5819000000.0,18372900000.0,21135000000.0,13657500000.0,12604000000.0,46025400000.0,48001600000.0,17982500000.0,255035600000.0,20723200000.0,26230500000.0
2003,MN,5505600000.0,2450100000.0,3975100000.0,11423000000.0,11341300000.0,8311900000.0,7146600000.0,28872000000.0,26449400000.0,9596500000.0,152735800000.0,14832900000.0,16245000000.0
2003,MO,5261500000.0,3635400000.0,2988400000.0,10665400000.0,11070200000.0,8882100000.0,7028000000.0,28622900000.0,24369000000.0,9459600000.0,150615700000.0,15997900000.0,18097500000.0
2003,MS,2374500000.0,1008400000.0,1109100000.0,3098000000.0,5275700000.0,3523200000.0,2780100000.0,12719000000.0,10497800000.0,3384700000.0,58012300000.0,3945200000.0,7099700000.0
2003,MT,714000000.0,397500000.0,415700000.0,1424300000.0,2054000000.0,1474100000.0,1132500000.0,4130800000.0,3766500000.0,1453900000.0,22937400000.0,2190700000.0,3004000000.0
2003,NC,8222700000.000001,3656800000.0,3355600000.0,15232300000.0,17087400000.000002,12499800000.0,11520500000.0,39362200000.0,37598200000.0,14161800000.0,203839700000.0,16892500000.0,23453100000.0
2003,ND,604500000.0,237000000.0,367000000.0,1393900000.0,1325100000.0,937900000.0,812100000.0,3402900000.0,2535200000.0,984500000.0,16264800000.0,1363200000.0,1633200000.0
2003,NE,1530000000.0,719800000.0,985900000.0,4001700000.0,3385900000.0,2495800000.0,1891600000.0,8519299999.999999,7112000000.0,2594300000.0,44041800000.0,3431200000.0,5887200000.0
2003,NH,1763100000.0,533400000.0,1080600000.0,4022700000.0,3366400000.0,2286800000.0,2072100000.0,6984100000.0,7111900000.0,2366400000.0,41145600000.0,3335300000.0,4781200000.0
2003,NJ,12340900000.0,6510200000.0,7969300000.0,23044900000.0,20869200000.0,13662500000.0,13834300000.0,47817500000.0,51520500000.0,18336300000.0,277140700000.0,26248300000.0,25705100000.0
2003,NM,1537100000.0,810900000.0,826100000.0,2925900000.0,3498900000.0,2979900000.0,2034000000.0,7155400000.0,7859800000.0,2683000000.0,41970300000.0,3169800000.0,5493000000.0
2003,NV,2008200000.0,1243400000.0,719700000.0,5221100000.0,5095700000.0,3926100000.0,3274100000.0,9202500000.0,12389400000.0,4151300000.0,61293100000.0,6190400000.0,7031600000.0
2003,NY,22945500000.0,12465900000.0,10852400000.0,41795100000.0,34502300000.0,30750000000.0,22510000000.0,112009900000.0,99010500000.0,41001200000.0,531530100000.0,42475100000.0,43552200000.0
2003,OH,10632100000.0,4934700000.0,6587200000.0,16945200000.0,23497000000.0,17167200000.0,14785400000.0,58658900000.0,50001400000.0,19626100000.0,293562700000.0,27688200000.0,30604000000.0
2003,OK,3129400000.0,1575300000.0,1625300000.0,4872700000.0,5573500000.0,4389300000.0,3682600000.0,15487800000.0,13710600000.0,4895400000.0,76708200000.0,6150500000.0,9946500000.0
2003,OR,3342000000.0,1355900000.0,1690100000.0,7433700000.0,8293400000.0,5980800000.0,4416600000.0,15314600000.0,17136099999.999998,5880400000.0,91496600000.0,8237500000.0,10207000000.0
2003,PA,12977500000.0,6734300000.0,9233700000.0,26540000000.0,26445200000.0,17698500000.0,15710600000.0,67703899999.99999,60268900000.0,26989100000.0,351529100000.0,30444500000.0,34437400000.0
2003,RI,1006300000.0,511400000.0,692200000.0,2312000000.0,2231200000.0,1958900000.0,1296200000.0,5773600000.0,5181200000.0,2026800000.0,29979200000.0,2393000000.0,3360500000.0
2003,SC,4392300000.0,1683500000.0,2028800000.0,5446400000.0,8233700000.000001,6746400000.0,5011000000.0,18606500000.0,18104800000.0,6247500000.0,97975000000.0,7881600000.0,11556700000.0
2003,SD,620800000.0,352500000.0,390800000.0,1213200000.0,1486100000.0,1239700000.0,882400000.0,3848100000.0,2896100000.0,1119900000.0,18034000000.0,1561900000.0,1755600000.0
2003,TN,5751000000.0,2387200000.0,2393600000.0,8808400000.0,11032400000.0,8843100000.0,7678100000.0,28914200000.0,24501600000.0,9514600000.0,140625200000.0,12083000000.0,16548000000.0
2003,TX,22946500000.0,15597500000.0,10706300000.0,38723100000.0,42144200000.0,33612000000.0,26635500000.0,95292900000.0,95661900000.0,34877000000.0,541573600000.0,48345800000.0,66604100000.00001
2003,UT,2027000000.0,853400000.0,891500000.0,4005200000.0,4359400000.0,3170000000.0,2754300000.0,8322000000.0,9927100000.0,3015800000.0,51832400000.0,4975800000.0,6544300000.0
2003,VA,8644500000.0,5676300000.0,4253399999.9999995,13194800000.0,15675900000.0,12769200000.0,11046700000.0,32490100000.0,39595200000.0,16456099999.999998,206836800000.0,21871200000.0,22945700000.0
2003,VT,576900000.0,252400000.0,494100000.0,1101100000.0,1553500000.0,1163500000.0,843400000.0,3389700000.0,3416200000.0,1138600000.0,18420900000.0,1604100000.0,2097699999.9999998
2003,WA,5564400000.0,4524000000.0,3014900000.0,12248700000.0,14547800000.0,9982400000.0,8418500000.0,29594000000.0,30986900000.0,12441600000.0,171444600000.0,16942000000.0,19543400000.0
2003,WI,4902800000.0,1894000000.0,3087100000.0,10694400000.0,11086500000.0,7941900000.0,6899000000.0,29133500000.0,25914100000.0,8768300000.0,143768700000.0,12266700000.0,15719500000.0
2003,WV,1266800000.0,699700000.0,652400000.0,2202100000.0,3405000000.0,2198500000.0,1810000000.0,9205900000.0,6774700000.0,2755000000.0,39784400000.0,2773200000.0,4371600000.0
2003,WY,575600000.0,199400000.0,262300000.0,1206600000.0,1120900000.0,887600000.0,545100000.0,2156600000.0,2433800000.0,748700000.0,13215800000.0,1032300000.0,1757700000.0
2004,AK,626300000.0,351800000.0,364000000.0,1206100000.0,2009600000.0,1634200000.0,964600000.0,3962300000.0,3591800000.0,1545100000.0,21809900000.0,2151600000.0,2611000000.0
2004,AL,4178300000.0,2307900000.0,1699000000.0,7411900000.0,9686500000.0,5839900000.0,5194000000.0,22561300000.0,19030400000.0,6442000000.0,108647000000.0,9483000000.0,12991600000.0
2004,AR,2517400000.0,1638700000.0,1121500000.0,4486400000.0,4815300000.0,3307800000.0,2989300000.0,12528400000.0,10750600000.0,3552700000.0,61486700000.0,5047000000.0,7515400000.0
2004,AZ,5432700000.0,2863000000.0,2615100000.0,11313900000.0,12296300000.0,10406600000.0,8630800000.0,25297400000.0,30713600000.0,10461100000.0,155232900000.0,14678200000.0,18727000000.0
2004,CA,44294100000.0,26159500000.0,19378500000.0,79235200000.0,76543900000.0,64960100000.0,51052200000.0,166652100000.0,193052300000.0,68617899999.99999,1034173300000.0,109705800000.0,113098900000.0
2004,CO,5150700000.0,2689700000.0,2989400000.0,10399600000.0,10640200000.0,9834400000.0,7275100000.0,22367600000.0,26115300000.0,9282500000.0,139927700000.0,15798000000.0,15639900000.0
2004,CT,4502000000.0,2688100000.0,3232700000.0,13169800000.0,8610200000.0,6129400000.0,6157000000.0,22427500000.0,19877600000.0,8221200000.000001,121997700000.0,11378700000.0,12538800000.0
2004,DC,1016000000.0,673200000.0,593300000.0,1966500000.0,2085500000.0,1827700000.0,1125500000.0,4636800000.0,3535300000.0,4159899999.9999995,27219500000.0,2118800000.0000002,2790700000.0
2004,DE,1114300000.0,389600000.0,590700000.0,2283500000.0,2100699999.9999998,1647500000.0,1471500000.0,4881500000.0,4559400000.0,1936200000.0,26922300000.0,2497000000.0,2870600000.0
2004,FL,15149200000.0,10151800000.0,6987500000.0,43427700000.0,40605600000.0,35246000000.0,28774100000.0,89917300000.0,105655100000.0,34690600000.0,513638000000.0,46801500000.0,53087200000.0
2004,GA,9472000000.0,4584100000.0,4102600000.0000005,17825100000.0,18483000000.0,15468000000.0,12298300000.0,40713900000.0,42116700000.0,14799500000.0,230226100000.0,20237600000.0,28196300000.0
2004,HI,1424600000.0,706500000.0,645100000.0,2683100000.0,3288200000.0,2630900000.0,1636900000.0,6380100000.0,7275700000.0,2498200000.0,37388200000.0,3004100000.0,3742300000.0
2004,IA,2580800000.0,1215900000.0,1663400000.0,4334700000.0,5946500000.0,4186899999.9999995,3407800000.0,14833300000.0,13191400000.0,4858300000.0,75345900000.0,7084000000.0,9306500000.0
2004,ID,1008400000.0,486000000.0,586300000.0,2417100000.0,3089300000.0,1957600000.0,1687500000.0,5576500000.0,6376000000.0,1811500000.0,32365200000.0,3011400000.0,3875800000.0
2004,IL,14608100000.0,7736700000.0,9449200000.0,28187300000.0,25829700000.0,21810500000.0,17214800000.0,63334800000.0,62833300000.0,26355800000.0,363334100000.0,32333300000.0,39146200000.0
2004,IN,5856200000.0,2344800000.0,3060700000.0,9864200000.0,13196500000.0,9967700000.0,8082100000.0,32177700000.0,28349600000.0,9909700000.0,160039100000.0,14087300000.0,18846400000.0
2004,KS,2319700000.0,3380100000.0,1575400000.0,4969900000.0,5969400000.0,4032800000.0,3330300000.0,13428100000.0,11956500000.0,4257899999.9999995,72687300000.0,7764100000.0,7850100000.0
2004,KY,3432500000.0,1413100000.0,1998100000.0,6335000000.0,9106900000.0,6052300000.0,4792500000.0,21339500000.0,16692700000.0,6662000000.0,100060400000.0,7814900000.0,11801500000.0
2004,LA,4193600000.0000005,1693000000.0,1546300000.0,7407200000.0,9204100000.0,7277100000.0,5325900000.0,22573600000.0,17447500000.0,7120900000.0,105841000000.0,7708100000.0,12441000000.0
2004,MA,9299100000.0,4348100000.0,5417700000.0,22263500000.0,16431599999.999998,13801900000.0,10735100000.0,45198400000.0,37677600000.0,15578100000.0,230487300000.0,22082200000.0,21436700000.0
2004,MD,6762400000.0,3827300000.0,4314100000.0,12631500000.0,12227300000.0,9733200000.0,8936900000.0,31309200000.0,32655400000.0,12358000000.0,173206700000.0,16821200000.0,18076600000.0
2004,ME,1318600000.0,444300000.0,955400000.0,2444700000.0,3248100000.0,2330200000.0,1675000000.0,7464900000.0,7000100000.0,2816400000.0,39036500000.0,3482800000.0,4307700000.0
2004,MI,9773300000.0,3777500000.0,6207100000.0,19549200000.0,22004400000.0,14229000000.0,13078600000.0,49287700000.0,50316300000.0,18327700000.0,266385000000.0,21903900000.0,26521800000.0
2004,MN,5780900000.0,2470500000.0,4126200000.0,12392100000.0,11569800000.0,8838000000.0,7679600000.0,30711200000.0,27922200000.0,10338900000.0,161790300000.0,15993400000.0,17119200000.0
2004,MO,5293600000.0,3780100000.0,3078100000.0,11428800000.0,11671400000.0,9420500000.0,7332000000.0,30271800000.0,25563700000.0,9949700000.0,157708800000.0,16319000000.0,19068900000.0
2004,MS,2454500000.0,992700000.0,1142800000.0,3330600000.0,5595300000.0,3768900000.0,2916600000.0,13940500000.0,11090800000.0,3494500000.0,61585400000.0,4233200000.0,7478500000.0
2004,MT,751300000.0,414000000.0,435500000.0,1575400000.0,2182900000.0,1580600000.0,1244900000.0,4406500000.0,4018500000.0,1560600000.0,24595400000.0,2405500000.0,3248900000.0
2004,NC,8407500000.0,3710300000.0,3590000000.0,16460800000.0,17756500000.0,13567500000.0,12181600000.0,42636500000.0,40016800000.0,14989400000.0,217557400000.0,18372100000.0,25226400000.0
2004,ND,615600000.0,254400000.0,376300000.0,1471800000.0,1406100000.0,1007900000.0,864000000.0,3664500000.0,2691900000.0,1031500000.0,17299600000.0,1473200000.0,1751400000.0
2004,NE,1591300000.0,698800000.0,1034099999.9999999,4341700000.0,3664300000.0,2679100000.0,2019000000.0,9139400000.0,7498800000.0,2754800000.0,47080700000.0,3689400000.0,6399200000.0
2004,NH,1831800000.0,569300000.0,1174200000.0,4226100000.0000005,3596100000.0,2464900000.0,2207900000.0,7583800000.0,7496000000.0,2494100000.0,43750600000.0,3647300000.0,4915200000.0
2004,NJ,12523000000.0,6630900000.0,8540500000.0,25033900000.0,21998800000.0,14551900000.0,14634400000.0,50753000000.0,54368800000.0,19637900000.0,293198300000.0,27490500000.0,27041700000.0
2004,NM,1570700000.0,839400000.0,885900000.0,3077900000.0,3723800000.0,3184700000.0,2183800000.0,7821100000.0,8333000000.0,2881900000.0,44924500000.0,3502900000.0,5936400000.0
2004,NV,2246800000.0,1265500000.0,837100000.0,5787800000.0,5651200000.0,4414400000.0,3710200000.0,10277400000.0,13361500000.0,4595400000.0,67769600000.00001,6744500000.0,8021400000.0
2004,NY,23632400000.0,12363100000.0,11610400000.0,45041400000.0,36183500000.0,33342000000.0,24236200000.0,119364800000.0,103950200000.0,43651700000.0,563955600000.0,45701000000.0,46349100000.0
2004,OH,10676200000.0,5071100000.0,6879900000.0,18290500000.0,23784000000.0,17988500000.0,15295900000.0,62730700000.0,52254900000.0,20379400000.0,306342400000.0,29186400000.0,31613000000.0
2004,OK,3188500000.0,1675800000.0,1683400000.0,5312500000.0,5799800000.0,4619800000.0,3883700000.0,16429400000.000002,14389700000.0,5142700000.0,80825100000.0,6673100000.0,10497400000.0
2004,OR,3564900000.0,1372700000.0,1844000000.0,7825700000.0,9011400000.0,6369100000.0,4813800000.0,16563099999.999998,18155500000.0,6266600000.0,97919600000.0,8915400000.0,10936700000.0
2004,PA,13069600000.0,6841300000.0,9695300000.0,28471900000.0,26876600000.0,18733000000.0,16473099999.999998,72308900000.0,63598100000.0,28481100000.0,370903400000.0,32314400000.0,36918500000.0
2004,RI,1029300000.0,533700000.00000006,737900000.0,2456500000.0,2331300000.0,2090699999.9999998,1374800000.0,6217700000.0,5430400000.0,2135300000.0000002,31577400000.0,2546300000.0,3466800000.0
2004,SC,4584600000.0,1818500000.0,2140699999.9999998,5957200000.0,8926600000.0,7302000000.0,5534300000.0,20032200000.0,19267300000.0,6627900000.0,105225800000.0,8628200000.0,12413200000.0
2004,SD,627100000.0,383800000.0,419600000.0,1317400000.0,1598300000.0,1324800000.0,926800000.0,4124800000.0,3087100000.0,1202900000.0,19348300000.0,1700900000.0,1900300000.0
2004,TN,5969100000.0,2482400000.0,2542000000.0,9506500000.0,11556700000.0,9364000000.0,8114000000.0,31296800000.0,25762800000.0,10040100000.0,149220100000.0,12998100000.0,17503900000.0
2004,TX,23368200000.0,15719400000.0,11651600000.0,41730600000.0,45162800000.0,36189700000.0,28309200000.0,102237500000.0,101229000000.0,37105900000.0,575591400000.0,52663000000.0,70092900000.0
2004,UT,2114100000.0,922000000.0,941600000.0,4285600000.0000005,4811200000.0,3363400000.0,3028600000.0,9218800000.0,10531600000.0,3204200000.0,56035900000.0,5596600000.0,7086700000.0
2004,VA,9163900000.0,6369600000.0,4672900000.0,14398900000.0,16559900000.000002,14017500000.0,12047400000.0,35191700000.0,41985300000.0,17523000000.0,223149600000.0,23885100000.0,25267900000.0
2004,VT,586800000.0,261200000.0,506800000.0,1210100000.0,1628300000.0,1251400000.0,911100000.0,3602400000.0,3623700000.0,1190100000.0,19550200000.0,1679800000.0,2297000000.0
2004,WA,5844000000.0,4914400000.0,3173200000.0,13445600000.0,15566900000.0,10705400000.0,8985500000.0,31880400000.0,32683600000.0,13124000000.0,182926200000.0,18224700000.0,20776000000.0
2004,WI,4983700000.0,2009500000.0,3242000000.0,11381400000.0,11798000000.0,8492799999.999999,7357000000.0,31463200000.0,27152100000.0,9283900000.0,152421000000.0,13171500000.0,16533599999.999998
2004,WV,1288100000.0,694800000.0,665300000.0,2369600000.0,3587300000.0,2330800000.0,1901800000.0,9875000000.0,7168700000.0,2906700000.0,42156700000.0,2949700000.0,4648900000.0
2004,WY,607300000.0,221400000.0,276500000.0,1375000000.0,1186900000.0,954400000.0,581900000.0,2349600000.0,2587200000.0,805700000.0,14256600000.0,1140700000.0,1907200000.0
2005,AK,640300000.0,366500000.0,410900000.0,1329000000.0,2135500000.0,1721900000.0,1028800000.0,4340100000.0,3873800000.0,1592900000.0,23313900000.0,2304600000.0,2639100000.0
2005,AL,4397100000.0,2301100000.0,1796200000.0,7967900000.0,10034400000.0,6282400000.0,5580900000.0,24221100000.0,20421500000.0,6749200000.0,115868600000.0,10124200000.0,14073200000.0
2005,AR,2605000000.0,1742900000.0,1208600000.0,4892900000.0,5030100000.0,3507100000.0,3167900000.0,13471600000.0,11672600000.0,3714200000.0,65762200000.0,5426400000.0,8004200000.0
2005,AZ,5909700000.0,2828400000.0,2759700000.0,12317100000.0,13600000000.0,11734100000.0,9786000000.0,28155300000.0,33233300000.000004,11535800000.0,169864400000.0,15612300000.0,21077400000.0
2005,CA,46761500000.0,27244300000.0,20849300000.0,87469700000.0,80819600000.0,70091000000.0,54311200000.0,177759200000.0,208027600000.0,72520600000.0,1106797600000.0,117322800000.0,122126300000.0
2005,CO,5372300000.0,2723600000.0,3266200000.0,11340600000.0,11373400000.0,10372900000.0,7720200000.0,23305800000.0,28064500000.0,9811400000.0,148249800000.0,16775300000.0,16366300000.0
2005,CT,4642900000.0,2755900000.0,3459500000.0,14480800000.0,9023000000.0,6512000000.0,6428200000.0,23632900000.0,21297900000.0,8690300000.0,129335200000.0,11986400000.0,13115900000.0
2005,DC,1080800000.0,711100000.0,615400000.0,2172300000.0,2128300000.0000002,2035700000.0,1186200000.0,4933200000.0,3765900000.0,4346900000.0,28744200000.0,2197200000.0,2969000000.0
2005,DE,1135000000.0,433100000.0,638100000.0,2435400000.0,2216400000.0,1763600000.0,1557300000.0,5314600000.0,4947200000.0,2068900000.0,28841400000.0,2705200000.0,2988400000.0
2005,FL,15803300000.0,10695400000.0,7676500000.0,48330400000.0,43694500000.0,38967500000.0,31969200000.0,96204800000.0,114607400000.0,37397300000.0,557249000000.0,51315800000.0,58734200000.0
2005,GA,10050900000.0,5003100000.0,4389100000.0,19262200000.0,19637200000.0,16546099999.999998,12733000000.0,43392600000.0,45695500000.0,15916300000.0,247108900000.0,22195400000.0,30991200000.0
2005,HI,1541500000.0,734300000.0,715900000.0,2947400000.0,3552800000.0,2847400000.0,1819000000.0,6961900000.0,7915900000.0,2699300000.0,40553300000.0,3253400000.0,3928600000.0
2005,IA,2644500000.0,1253800000.0,1689500000.0,4699200000.0,6241200000.0,4428400000.0,3492300000.0,15684100000.0,14131500000.0,5111400000.0,79368900000.0,7372500000.0,9888600000.0
2005,ID,1087700000.0,525400000.0,616200000.0,2608100000.0,3310300000.0,2120699999.9999998,1918300000.0,6087000000.0,6942000000.0,1951800000.0,35200000000.0,3347500000.0,4323100000.0
2005,IL,15224200000.0,7821800000.0,9861700000.0,30302000000.0,26963700000.0,23420000000.0,17924100000.0,67412100000.00001,67502399999.99999,27651700000.0,383670300000.0,33911000000.0,40962500000.0
2005,IN,5964800000.0,2425800000.0,3257100000.0,10652800000.0,13912000000.0,10497900000.0,8390000000.0,33969199999.999996,30788500000.0,10270400000.0,169376600000.0,14630700000.0,19927000000.0
2005,KS,2364900000.0,3602000000.0,1682200000.0,5437200000.0,6486500000.0,4216600000.0000005,3457800000.0,14243600000.0,12867300000.0,4413900000.0,76698500000.0,7880500000.0,8367100000.0
2005,KY,3525300000.0,1476500000.0,2187800000.0,6778700000.0,9558600000.0,6405700000.0,4972100000.0,22736200000.0,18048400000.0,6900100000.0,106030800000.0,8055400000.0,12526700000.0
2005,LA,4237600000.0000005,1749900000.0,1607500000.0,8117800000.0,9447800000.0,7522400000.0,5500300000.0,23412500000.0,18579000000.0,7223000000.0,110707800000.0,8255500000.0,13243000000.0
2005,MA,9494000000.0,4385500000.0,5832300000.0,23834300000.0,17035900000.000002,14405000000.0,11230800000.0,47612300000.0,40439200000.0,16226900000.0,242903300000.0,23616100000.0,22352400000.0
2005,MD,7132100000.0,4094800000.0,4676100000.0,13731500000.0,12861700000.0,10487900000.0,9432000000.0,33414699999.999996,35427200000.0,13116200000.0,185347900000.0,17581500000.0,18950300000.0
2005,ME,1341300000.0,442700000.0,1015800000.0,2621900000.0,3421600000.0,2430900000.0,1763200000.0,7952200000.0,7585600000.0,2866900000.0,41243500000.0,3592800000.0,4572600000.0
2005,MI,9705100000.0,3872500000.0,6737200000.0,21191500000.0,22112900000.0,14581500000.0,12915600000.0,52385500000.0,54019900000.0,18353400000.0,276927900000.0,22601000000.0,26720100000.0
2005,MN,5829500000.0,2542500000.0,4187800000.0,13518300000.0,11805300000.0,9279900000.0,7630400000.0,32317100000.0,30256900000.0,10776400000.0,168509100000.0,16382800000.0,17572600000.0
2005,MO,5434500000.0,3756700000.0,3221900000.0,12306100000.0,12328400000.0,10021600000.0,7694000000.0,32013800000.0,27505400000.0,10413600000.0,165853400000.0,16380500000.0,20276100000.0
