year,state,Per capita personal income,Population
1951,TX,1524.0,8111000.0
1951,UT,1600.0,706000.0
1951,VA,1512.0,3434000.0
1951,VT,1364.0,378000.0
1951,WA,1955.0,2424000.0
1951,WI,1750.0,3439000.0
1951,WV,1179.0,1984000.0
1951,WY,2023.0,291000.0
1952,AL,1137.0,3068000.0
1952,AR,1043.0,1838000.0
1952,AZ,1779.0,842000.0
1952,CA,2303.0,11635000.0
1952,CO,1973.0,1365000.0
1952,CT,2336.0,2081000.0
1952,DC,2693.0,805000.0
1952,DE,2258.0,341000.0
1952,FL,1539.0,3157000.0
1952,GA,1322.0,3584000.0
1952,IA,1743.0,2626000.0
1952,ID,1693.0,587000.0
1952,IL,2106.0,8956000.0
1952,IN,1786.0,4148000.0
1952,KS,1864.0,1977000.0
1952,KY,1256.0,2920000.0
1952,LA,1309.0,2842000.0
1952,MA,1944.0,4650000.0
1952,MD,2039.0,2500000.0
1952,ME,1490.0,915000.0
1952,MI,1984.0,6650000.0
1952,MN,1650.0,3030000.0
1952,MO,1682.0,3972000.0
1952,MS,921.0,2152000.0
1952,MT,1855.0,602000.0
1952,NC,1256.0,4109000.0
1952,ND,1351.0,608000.0
1952,NE,1797.0,1311000.0
1952,NH,1612.0,535000.0
1952,NJ,2144.0,5125000.0
1952,NM,1506.0,735000.0
1952,NV,2513.0,181000.0
1952,NY,2075.0,15192000.0
1952,OH,1923.0,8275000.0
1952,OK,1438.0,2219000.0
1952,OR,1961.0,1582000.0
1952,PA,1797.0,10503000.0
1952,RI,1835.0,802000.0
1952,SC,1238.0,2178000.0
1952,SD,1357.0,651000.0
1952,TN,1200.0,3352000.0
1952,TX,1606.0,8314000.0
1952,UT,1657.0,724000.0
1952,VA,1615.0,3504000.0
1952,VT,1410.0,375000.0
1952,WA,2063.0,2448000.0
1952,WI,1814.0,3469000.0
1952,WV,1244.0,1957000.0
1952,WY,1986.0,293000.0
1953,AL,1193.0,3053000.0
1953,AR,1084.0,1780000.0
1953,AZ,1778.0,894000.0
1953,CA,2345.0,12251000.0
1953,CO,1905.0,1431000.0
1953,CT,2431.0,2168000.0
1953,DC,2599.0,810000.0
1953,DE,2350.0,351000.0
1953,FL,1636.0,3310000.0
1953,GA,1369.0,3558000.0
1953,IA,1676.0,2629000.0
1953,ID,1596.0,596000.0
1953,IL,2223.0,9065000.0
1953,IN,1952.0,4182000.0
1953,KS,1779.0,1994000.0
1953,KY,1327.0,2903000.0
1953,LA,1374.0,2866000.0
1953,MA,1994.0,4806000.0
1953,MD,2115.0,2567000.0
1953,ME,1505.0,913000.0
1953,MI,2198.0,6822000.0
1953,MN,1731.0,3050000.0
1953,MO,1763.0,4020000.0
1953,MS,955.0,2105000.0
1953,MT,1842.0,616000.0
1953,NC,1304.0,4120000.0
1953,ND,1372.0,609000.0
1953,NE,1705.0,1318000.0
1953,NH,1692.0,547000.0
1953,NJ,2262.0,5229000.0
1953,NM,1536.0,756000.0
1953,NV,2574.0,195000.0
1953,NY,2160.0,15527000.0
1953,OH,2031.0,8591000.0
1953,OK,1518.0,2182000.0
1953,OR,1973.0,1601000.0
1953,PA,1903.0,10662000.0
1953,RI,1930.0,815000.0
1953,SC,1274.0,2181000.0
1953,SD,1483.0,648000.0
1953,TN,1300.0,3319000.0
1953,TX,1641.0,8336000.0
1953,UT,1667.0,739000.0
1953,VA,1647.0,3557000.0
1953,VT,1463.0,379000.0
1953,WA,2168.0,2466000.0
1953,WI,1850.0,3506000.0
1953,WV,1273.0,1929000.0
1953,WY,2005.0,290000.0
1954,AL,1167.0,3014000.0
1954,AR,1100.0,1734000.0
1954,AZ,1766.0,933000.0
1954,CA,2323.0,12746000.0
1954,CO,1881.0,1493000.0
1954,CT,2389.0,2249000.0
1954,DC,2621.0,791000.0
1954,DE,2329.0,368000.0
1954,FL,1628.0,3505000.0
1954,GA,1351.0,3602000.0
1954,IA,1815.0,2626000.0
1954,ID,1612.0,600000.0
1954,IL,2193.0,9252000.0
1954,IN,1810.0,4264000.0
1954,KS,1839.0,2042000.0
1954,KY,1311.0,2902000.0
1954,LA,1364.0,2883000.0
1954,MA,1973.0,4910000.0
1954,MD,2032.0,2685000.0
1954,ME,1508.0,927000.0
1954,MI,2069.0,7066000.0
1954,MN,1748.0,3113000.0
1954,MO,1756.0,4066000.0
1954,MS,946.0,2064000.0
1954,MT,1807.0,624000.0
1954,NC,1330.0,4131000.0
1954,ND,1407.0,611000.0
1954,NE,1793.0,1340000.0
1954,NH,1746.0,554000.0
1954,NJ,2246.0,5360000.0
1954,NM,1557.0,763000.0
1954,NV,2542.0,213000.0
1954,NY,2190.0,15814000.0
1954,OH,1974.0,8873000.0
1954,OK,1504.0,2209000.0
1954,OR,1929.0,1626000.0
1954,PA,1835.0,10817000.0
1954,RI,1931.0,816000.0
1954,SC,1210.0,2176000.0
1954,SD,1509.0,655000.0
1954,TN,1300.0,3359000.0
1954,TX,1681.0,8382000.0
1954,UT,1640.0,750000.0
1954,VA,1677.0,3555000.0
1954,VT,1491.0,377000.0
1954,WA,2183.0,2516000.0
1954,WI,1786.0,3608000.0
1954,WV,1223.0,1905000.0
1954,WY,1935.0,293000.0
1955,AL,1305.0,3050000.0
1955,AR,1202.0,1725000.0
1955,AZ,1833.0,987000.0
1955,CA,2478.0,13133000.0
1955,CO,1979.0,1546000.0
1955,CT,2516.0,2300000.0
1955,DC,2623.0,785000.0
1955,DE,2542.0,389000.0
1955,FL,1743.0,3747000.0
1955,GA,1475.0,3636000.0
1955,IA,1696.0,2679000.0
1955,ID,1651.0,618000.0
1955,IL,2288.0,9435000.0
1955,IN,1908.0,4363000.0
1955,KS,1800.0,2093000.0
1955,KY,1368.0,2910000.0
1955,LA,1419.0,2946000.0
1955,MA,2116.0,4882000.0
1955,MD,2141.0,2742000.0
1955,ME,1644.0,934000.0
1955,MI,2229.0,7285000.0
1955,MN,1818.0,3172000.0
1955,MO,1849.0,4134000.0
1955,MS,1069.0,2060000.0
1955,MT,1934.0,636000.0
1955,NC,1404.0,4242000.0
1955,ND,1544.0,615000.0
1955,NE,1693.0,1374000.0
1955,NH,1869.0,557000.0
1955,NJ,2322.0,5502000.0
1955,NM,1641.0,785000.0
1955,NV,2657.0,237000.0
1955,NY,2310.0,15966000.0
1955,OH,2098.0,9017000.0
1955,OK,1560.0,2250000.0
1955,OR,2048.0,1659000.0
1955,PA,1923.0,10939000.0
1955,RI,2040.0,823000.0
1955,SC,1272.0,2200000.0
1955,SD,1391.0,663000.0
1955,TN,1351.0,3415000.0
1955,TX,1752.0,8660000.0
1955,UT,1738.0,783000.0
1955,VA,1754.0,3588000.0
1955,VT,1560.0,375000.0
1955,WA,2222.0,2604000.0
1955,WI,1891.0,3679000.0
1955,WV,1318.0,1880000.0
1955,WY,2006.0,307000.0
1956,AL,1390.0,3071000.0
1956,AR,1262.0,1704000.0
1956,AZ,1937.0,1053000.0
1956,CA,2597.0,13713000.0
1956,CO,2078.0,1625000.0
1956,CT,2730.0,2316000.0
1956,DC,2840.0,759000.0
1956,DE,2797.0,408000.0
1956,FL,1870.0,4047000.0
1956,GA,1552.0,3701000.0
1956,IA,1784.0,2703000.0
1956,ID,1792.0,628000.0
1956,IL,2473.0,9530000.0
1956,IN,2011.0,4458000.0
1956,KS,1871.0,2119000.0
1956,KY,1452.0,2898000.0
1956,LA,1532.0,3032000.0
1956,MA,2241.0,4891000.0
1956,MD,2281.0,2811000.0
1956,ME,1733.0,938000.0
1956,MI,2270.0,7467000.0
1956,MN,1864.0,3240000.0
1956,MO,1937.0,4163000.0
1956,MS,1077.0,2086000.0
1956,MT,1971.0,656000.0
1956,NC,1473.0,4309000.0
1956,ND,1615.0,613000.0
1956,NE,1718.0,1397000.0
1956,NH,1951.0,566000.0
1956,NJ,2469.0,5615000.0
1956,NM,1725.0,806000.0
1956,NV,2634.0,250000.0
1956,NY,2432.0,16112000.0
1956,OH,2193.0,9207000.0
1956,OK,1642.0,2273000.0
1956,OR,2146.0,1698000.0
1956,PA,2071.0,10972000.0
1956,RI,2081.0,840000.0
1956,SC,1306.0,2229000.0
1956,SD,1474.0,670000.0
1956,TN,1448.0,3415000.0
1956,TX,1837.0,8830000.0
1956,UT,1835.0,809000.0
1956,VA,1829.0,3722000.0
1956,VT,1697.0,377000.0
1956,WA,2277.0,2668000.0
1956,WI,2007.0,3742000.0
1956,WV,1478.0,1857000.0
1956,WY,2115.0,312000.0
1957,AL,1460.0,3109000.0
1957,AR,1280.0,1733000.0
1957,AZ,1984.0,1125000.0
1957,CA,2683.0,14264000.0
1957,CO,2223.0,1664000.0
1957,CT,2859.0,2359000.0
1957,DC,2939.0,763000.0
1957,DE,2697.0,426000.0
1957,FL,1915.0,4372000.0
1957,GA,1580.0,3766000.0
1957,IA,1969.0,2716000.0
1957,ID,1857.0,642000.0
1957,IL,2542.0,9668000.0
1957,IN,2046.0,4529000.0
1957,KS,1966.0,2128000.0
1957,KY,1508.0,2928000.0
1957,LA,1650.0,3115000.0
1957,MA,2350.0,4929000.0
1957,MD,2377.0,2873000.0
1957,ME,1793.0,943000.0
1957,MI,2304.0,7569000.0
1957,MN,1958.0,3274000.0
1957,MO,1980.0,4189000.0
1957,MS,1088.0,2088000.0
1957,MT,2034.0,667000.0
1957,NC,1462.0,4368000.0
1957,ND,1662.0,612000.0
1957,NE,1996.0,1394000.0
1957,NH,2065.0,572000.0
1957,NJ,2575.0,5737000.0
1957,NM,1842.0,847000.0
1957,NV,2719.0,260000.0
1957,NY,2542.0,16374000.0
1957,OH,2256.0,9410000.0
1957,OK,1711.0,2282000.0
1957,OR,2133.0,1712000.0
1957,PA,2184.0,10954000.0
1957,RI,2110.0,851000.0
1957,SC,1337.0,2274000.0
1957,SD,1737.0,666000.0
1957,TN,1507.0,3434000.0
1957,TX,1913.0,9070000.0
1957,UT,1950.0,826000.0
1957,VA,1868.0,3844000.0
1957,VT,1764.0,376000.0
1957,WA,2371.0,2724000.0
1957,WI,2078.0,3791000.0
1957,WV,1597.0,1843000.0
1957,WY,2234.0,314000.0
1958,AL,1496.0,3163000.0
1958,AR,1339.0,1726000.0
1958,AZ,1988.0,1193000.0
1958,CA,2705.0,14880000.0
1958,CO,2272.0,1667000.0
1958,CT,2673.0,2446000.0
1958,DC,3027.0,757000.0
1958,DE,2728.0,433000.0
1958,FL,1967.0,4630000.0
1958,GA,1631.0,3804000.0
1958,IA,2017.0,2708000.0
1958,ID,1882.0,646000.0
1958,IL,2511.0,9886000.0
1958,IN,2023.0,4583000.0
1958,KS,2144.0,2142000.0
1958,KY,1561.0,2961000.0
1958,LA,1669.0,3155000.0
1958,MA,2362.0,5010000.0
1958,MD,2337.0,2982000.0
1958,ME,1866.0,944000.0
1958,MI,2233.0,7667000.0
1958,MN,2044.0,3313000.0
1958,MO,2109.0,4186000.0
1958,MS,1180.0,2086000.0
1958,MT,2124.0,666000.0
1958,NC,1540.0,4376000.0
1958,ND,1931.0,606000.0
1958,NE,2108.0,1383000.0
1958,NH,2071.0,581000.0
1958,NJ,2480.0,5890000.0
1958,NM,1952.0,886000.0
1958,NV,2780.0,269000.0
1958,NY,2608.0,16601000.0
1958,OH,2194.0,9599000.0
1958,OK,1856.0,2267000.0
1958,OR,2182.0,1718000.0
1958,PA,2175.0,11058000.0
1958,RI,2197.0,858000.0
1958,SC,1368.0,2304000.0
1958,SD,1811.0,656000.0
1958,TN,1553.0,3471000.0
1958,TX,1934.0,9252000.0
1958,UT,1973.0,845000.0
1958,VA,1895.0,3914000.0
1958,VT,1780.0,380000.0
1958,WA,2376.0,2773000.0
1958,WI,2089.0,3843000.0
1958,WV,1587.0,1845000.0
1958,WY,2257.0,315000.0
1959,AL,1553.0,3204000.0
1959,AR,1436.0,1756000.0
1959,AZ,2076.0,1261000.0
1959,CA,2847.0,15467000.0
1959,CO,2379.0,1710000.0
1959,CT,2769.0,2523000.0
1959,DC,3106.0,761000.0
1959,DE,2793.0,441000.0
1959,FL,2091.0,4808000.0
1959,GA,1709.0,3868000.0
1959,IA,2053.0,2729000.0
1959,ID,1959.0,657000.0
1959,IL,2639.0,9986000.0
1959,IN,2141.0,4613000.0
1959,KS,2149.0,2160000.0
1959,KY,1621.0,2999000.0
1959,LA,1716.0,3208000.0
1959,MA,2468.0,5117000.0
1959,MD,2402.0,3066000.0
1959,ME,1924.0,957000.0
1959,MI,2334.0,7767000.0
1959,MN,2090.0,3366000.0
1959,MO,2196.0,4258000.0
1959,MS,1275.0,2138000.0
1959,MT,2081.0,669000.0
1959,NC,1619.0,4458000.0
1959,ND,1757.0,618000.0
1959,NE,2112.0,1397000.0
1959,NH,2198.0,596000.0
1959,NJ,2611.0,6015000.0
1959,NM,2022.0,919000.0
1959,NV,2932.0,279000.0
1959,NY,2750.0,16685000.0
1959,OH,2331.0,9671000.0
1959,OK,1919.0,2289000.0
1959,OR,2322.0,1746000.0
1959,PA,2247.0,11234000.0
1959,RI,2317.0,857000.0
1959,SC,1448.0,2348000.0
1959,SD,1621.0,667000.0
1959,TN,1640.0,3522000.0
1959,TX,2013.0,9405000.0
1959,UT,2054.0,870000.0
1959,VA,2006.0,3951000.0
1959,VT,1879.0,387000.0
1959,WA,2480.0,2821000.0
1959,WI,2237.0,3891000.0
1959,WV,1633.0,1855000.0
1959,WY,2352.0,320000.0
1960,AL,1585.0,3274000.0
1960,AR,1424.0,1789000.0
1960,AZ,2162.0,1321000.0
1960,CA,2931.0,15870000.0
1960,CO,2461.0,1769000.0
1960,CT,2860.0,2544000.0
1960,DC,3125.0,765000.0
1960,DE,2873.0,449000.0
1960,FL,2105.0,5004000.0
1960,GA,1749.0,3956000.0
1960,IA,2085.0,2756000.0
1960,ID,1961.0,671000.0
1960,IL,2698.0,10086000.0
1960,IN,2223.0,4674000.0
1960,KS,2211.0,2183000.0
1960,KY,1651.0,3041000.0
1960,LA,1715.0,3260000.0
1960,MA,2548.0,5160000.0
1960,MD,2486.0,3113000.0
1960,ME,2002.0,975000.0
1960,MI,2411.0,7834000.0
1960,MN,2182.0,3425000.0
1960,MO,2226.0,4326000.0
1960,MS,1267.0,2182000.0
1960,MT,2137.0,679000.0
1960,NC,1666.0,4573000.0
1960,ND,1909.0,634000.0
1960,NE,2216.0,1417000.0
1960,NH,2271.0,609000.0
1960,NJ,2712.0,6103000.0
1960,NM,2004.0,954000.0
1960,NV,3079.0,291000.0
1960,NY,2847.0,16838000.0
1960,OH,2410.0,9734000.0
1960,OK,1974.0,2336000.0
1960,OR,2366.0,1772000.0
1960,PA,2305.0,11329000.0
1960,RI,2358.0,855000.0
1960,SC,1493.0,2392000.0
1960,SD,1940.0,683000.0
1960,TN,1659.0,3575000.0
1960,TX,2020.0,9624000.0
1960,UT,2122.0,900000.0
1960,VA,2050.0,3986000.0
1960,VT,1975.0,389000.0
1960,WA,2539.0,2855000.0
1960,WI,2270.0,3962000.0
1960,WV,1660.0,1853000.0
1960,WY,2382.0,331000.0
1961,AL,1616.0,3316000.0
1961,AR,1535.0,1806000.0
1961,AZ,2210.0,1407000.0
1961,CA,2986.0,16497000.0
1961,CO,2540.0,1844000.0
1961,CT,2978.0,2586000.0
1961,DC,3236.0,778000.0
1961,DE,2888.0,461000.0
1961,FL,2130.0,5243000.0
1961,GA,1799.0,4015000.0
1961,IA,2207.0,2756000.0
1961,ID,2035.0,684000.0
1961,IL,2792.0,10130000.0
1961,IN,2264.0,4730000.0
1961,KS,2275.0,2215000.0
1961,KY,1750.0,3054000.0
1961,LA,1770.0,3287000.0
1961,MA,2647.0,5219000.0
1961,MD,2593.0,3176000.0
1961,ME,1987.0,995000.0
1961,MI,2402.0,7893000.0
1961,MN,2263.0,3470000.0
1961,MO,2289.0,4349000.0
1961,MS,1359.0,2206000.0
1961,MT,2090.0,696000.0
1961,NC,1729.0,4663000.0
1961,ND,1730.0,641000.0
1961,NE,2223.0,1446000.0
1961,NH,2356.0,618000.0
1961,NJ,2777.0,6265000.0
1961,NM,2073.0,965000.0
1961,NV,3153.0,315000.0
1961,NY,2936.0,17061000.0
1961,OH,2426.0,9854000.0
1961,OK,2006.0,2380000.0
1961,OR,2435.0,1787000.0
1961,PA,2342.0,11392000.0
1961,RI,2457.0,858000.0
1961,SC,1556.0,2409000.0
1961,SD,1924.0,693000.0
1961,TN,1733.0,3622000.0
1961,TX,2092.0,9820000.0
1961,UT,2187.0,936000.0
1961,VA,2126.0,4095000.0
1961,VT,2053.0,390000.0
1961,WA,2640.0,2882000.0
1961,WI,2315.0,4009000.0
1961,WV,1705.0,1828000.0
1961,WY,2461.0,337000.0
1962,AL,1695.0,3323000.0
1962,AR,1600.0,1853000.0
1962,AZ,2277.0,1471000.0
1962,CA,3110.0,17072000.0
1962,CO,2602.0,1899000.0
1962,CT,3108.0,2647000.0
1962,DC,3438.0,788000.0
1962,DE,3014.0,469000.0
1962,FL,2209.0,5458000.0
1962,GA,1901.0,4086000.0
1962,IA,2307.0,2750000.0
1962,ID,2150.0,692000.0
1962,IL,2907.0,10280000.0
1962,IN,2421.0,4736000.0
1962,KS,2351.0,2231000.0
1962,KY,1844.0,3079000.0
1962,LA,1841.0,3345000.0
1962,MA,2773.0,5263000.0
1962,MD,2727.0,3263000.0
1962,ME,2067.0,994000.0
1962,MI,2561.0,7933000.0
1962,MN,2356.0,3513000.0
1962,MO,2407.0,4357000.0
1962,MS,1397.0,2243000.0
1962,MT,2437.0,698000.0
1962,NC,1840.0,4707000.0
1962,ND,2441.0,637000.0
1962,NE,2386.0,1464000.0
1962,NH,2464.0,632000.0
1962,NJ,2936.0,6376000.0
1962,NM,2124.0,979000.0
1962,NV,3369.0,352000.0
1962,NY,3055.0,17301000.0
1962,OH,2539.0,9929000.0
1962,OK,2054.0,2427000.0
1962,OR,2542.0,1818000.0
1962,PA,2452.0,11355000.0
1962,RI,2603.0,871000.0
1962,SC,1658.0,2423000.0
1962,SD,2154.0,705000.0
1962,TN,1815.0,3673000.0
1962,TX,2147.0,10053000.0
1962,UT,2326.0,958000.0
1962,VA,2248.0,4180000.0
1962,VT,2139.0,393000.0
1962,WA,2788.0,2942000.0
1962,WI,2423.0,4049000.0
1962,WV,1800.0,1809000.0
1962,WY,2580.0,333000.0
1963,AL,1782.0,3358000.0
1963,AR,1676.0,1875000.0
1963,AZ,2315.0,1521000.0
1963,CA,3211.0,17668000.0
1963,CO,2673.0,1936000.0
1963,CT,3187.0,2727000.0
1963,DC,3605.0,798000.0
1963,DE,3140.0,483000.0
1963,FL,2299.0,5628000.0
1963,GA,2024.0,4172000.0
1963,IA,2455.0,2747000.0
1963,ID,2230.0,683000.0
1963,IL,2989.0,10402000.0
1963,IN,2509.0,4799000.0
1963,KS,2420.0,2217000.0
1963,KY,1928.0,3096000.0
1963,LA,1944.0,3377000.0
1963,MA,2845.0,5344000.0
1963,MD,2815.0,3386000.0
1963,ME,2137.0,993000.0
1963,MI,2692.0,8058000.0
1963,MN,2486.0,3531000.0
1963,MO,2505.0,4392000.0
1963,MS,1534.0,2244000.0
1963,MT,2406.0,703000.0
1963,NC,1921.0,4742000.0
1963,ND,2249.0,644000.0
1963,NE,2433.0,1476000.0
1963,NH,2503.0,649000.0
1963,NJ,3008.0,6531000.0
1963,NM,2174.0,989000.0
1963,NV,3350.0,397000.0
1963,NY,3160.0,17461000.0
1963,OH,2630.0,9986000.0
1963,OK,2112.0,2439000.0
1963,OR,2626.0,1853000.0
1963,PA,2530.0,11424000.0
1963,RI,2703.0,876000.0
1963,SC,1728.0,2460000.0
1963,SD,2081.0,708000.0
1963,TN,1902.0,3718000.0
1963,TX,2219.0,10159000.0
1963,UT,2377.0,974000.0
1963,VA,2364.0,4276000.0
1963,VT,2195.0,397000.0
1963,WA,2841.0,2955000.0
1963,WI,2465.0,4112000.0
1963,WV,1893.0,1796000.0
1963,WY,2616.0,336000.0
1964,AL,1914.0,3395000.0
1964,AR,1799.0,1897000.0
1964,AZ,2427.0,1556000.0
1964,CA,3383.0,18151000.0
1964,CO,2779.0,1970000.0
1964,CT,3336.0,2798000.0
1964,DC,3827.0,798000.0
1964,DE,3302.0,497000.0
1964,FL,2449.0,5781000.0
1964,GA,2148.0,4258000.0
1964,IA,2571.0,2746000.0
1964,ID,2316.0,680000.0
1964,IL,3142.0,10580000.0
1964,IN,2639.0,4856000.0
1964,KS,2558.0,2209000.0
1964,KY,1990.0,3129000.0
1964,LA,2036.0,3446000.0
1964,MA,2980.0,5448000.0
1964,MD,2974.0,3492000.0
1964,ME,2309.0,993000.0
1964,MI,2904.0,8187000.0
1964,MN,2566.0,3558000.0
1964,MO,2616.0,4442000.0
1964,MS,1590.0,2241000.0
1964,MT,2447.0,706000.0
1964,NC,2055.0,4802000.0
1964,ND,2220.0,649000.0
1964,NE,2491.0,1482000.0
1964,NH,2635.0,663000.0
1964,NJ,3163.0,6660000.0
1964,NM,2260.0,1006000.0
1964,NV,3388.0,426000.0
1964,NY,3351.0,17589000.0
1964,OH,2781.0,10080000.0
1964,OK,2256.0,2446000.0
1964,OR,2773.0,1888000.0
1964,PA,2684.0,11519000.0
1964,RI,2849.0,885000.0
1964,SC,1845.0,2475000.0
1964,SD,2062.0,701000.0
1964,TN,2016.0,3771000.0
1964,TX,2354.0,10270000.0
1964,UT,2492.0,978000.0
1964,VA,2559.0,4357000.0
1964,VT,2340.0,399000.0
1964,WA,2968.0,2961000.0
1964,WI,2619.0,4165000.0
1964,WV,2019.0,1797000.0
1964,WY,2673.0,339000.0
1965,AL,2048.0,3443000.0
1965,AR,1902.0,1894000.0
1965,AZ,2528.0,1584000.0
1965,CA,3531.0,18585000.0
1965,CO,2942.0,1985000.0
1965,CT,3514.0,2857000.0
1965,DC,4129.0,797000.0
1965,DE,3561.0,507000.0
1965,FL,2599.0,5954000.0
1965,GA,2331.0,4332000.0
1965,IA,2851.0,2742000.0
1965,ID,2615.0,686000.0
1965,IL,3373.0,10693000.0
1965,IN,2877.0,4922000.0
1965,KS,2731.0,2206000.0
1965,KY,2150.0,3140000.0
1965,LA,2174.0,3496000.0
1965,MA,3148.0,5502000.0
1965,MD,3144.0,3600000.0
1965,ME,2482.0,997000.0
1965,MI,3156.0,8357000.0
1965,MN,2808.0,3592000.0
1965,MO,2828.0,4467000.0
1965,MS,1722.0,2246000.0
1965,MT,2629.0,706000.0
1965,NC,2194.0,4863000.0
1965,ND,2584.0,649000.0
1965,NE,2761.0,1471000.0
1965,NH,2787.0,676000.0
1965,NJ,3344.0,6767000.0
1965,NM,2383.0,1012000.0
1965,NV,3480.0,444000.0
1965,NY,3531.0,17734000.0
1965,OH,2970.0,10201000.0
1965,OK,2424.0,2440000.0
1965,OR,2933.0,1937000.0
1965,PA,2854.0,11620000.0
1965,RI,3049.0,893000.0
1965,SC,2024.0,2494000.0
1965,SD,2350.0,692000.0
1965,TN,2182.0,3798000.0
1965,TX,2507.0,10378000.0
1965,UT,2599.0,994000.0
1965,VA,2729.0,4411000.0
1965,VT,2530.0,404000.0
1965,WA,3190.0,2967000.0
1965,WI,2788.0,4232000.0
1965,WV,2171.0,1786000.0
1965,WY,2818.0,332000.0
1966,AL,2184.0,3464000.0
1966,AR,2109.0,1899000.0
1966,AZ,2701.0,1614000.0
1966,CA,3784.0,18858000.0
1966,CO,3127.0,2007000.0
1966,CT,3797.0,2903000.0
1966,DC,4344.0,791000.0
1966,DE,3687.0,516000.0
1966,FL,2781.0,6104000.0
1966,GA,2545.0,4379000.0
1966,IA,3082.0,2762000.0
1966,ID,2638.0,689000.0
1966,IL,3608.0,10836000.0
1966,IN,3058.0,4999000.0
1966,KS,2933.0,2200000.0
1966,KY,2345.0,3147000.0
1966,LA,2369.0,3550000.0
1966,MA,3369.0,5535000.0
1966,MD,3377.0,3695000.0
1966,ME,2632.0,999000.0
1966,MI,3379.0,8512000.0
1966,MN,3023.0,3617000.0
1966,MO,2993.0,4523000.0
1966,MS,1879.0,2245000.0
1966,MT,2814.0,707000.0
1966,NC,2421.0,4896000.0
1966,ND,2623.0,647000.0
1966,NE,2995.0,1456000.0
1966,NH,3031.0,681000.0
1966,NJ,3577.0,6851000.0
1966,NM,2517.0,1007000.0
1966,NV,3656.0,446000.0
1966,NY,3768.0,17843000.0
1966,OH,3200.0,10330000.0
1966,OK,2585.0,2454000.0
1966,OR,3107.0,1969000.0
1966,PA,3066.0,11664000.0
1966,RI,3307.0,899000.0
1966,SC,2251.0,2520000.0
1966,SD,2574.0,683000.0
1966,TN,2387.0,3822000.0
1966,TX,2713.0,10492000.0
1966,UT,2727.0,1009000.0
1966,VA,2923.0,4456000.0
1966,VT,2808.0,413000.0
1966,WA,3498.0,3057000.0
1966,WI,3016.0,4274000.0
1966,WV,2318.0,1775000.0
1966,WY,2967.0,323000.0
1967,AL,2311.0,3458000.0
1967,AR,2238.0,1901000.0
1967,AZ,2879.0,1646000.0
1967,CA,4001.0,19176000.0
1967,CO,3294.0,2053000.0
1967,CT,4118.0,2935000.0
1967,DC,4655.0,791000.0
1967,DE,3868.0,525000.0
1967,FL,3007.0,6242000.0
1967,GA,2750.0,4408000.0
1967,IA,3105.0,2793000.0
1967,ID,2808.0,688000.0
1967,IL,3801.0,10947000.0
1967,IN,3170.0,5053000.0
1967,KS,3075.0,2197000.0
1967,KY,2518.0,3172000.0
1967,LA,2576.0,3581000.0
1967,MA,3622.0,5594000.0
1967,MD,3615.0,3757000.0
1967,ME,2750.0,1004000.0
1967,MI,3475.0,8630000.0
1967,MN,3211.0,3659000.0
1967,MO,3174.0,4539000.0
1967,MS,2048.0,2228000.0
1967,MT,2895.0,701000.0
1967,NC,2588.0,4952000.0
1967,ND,2714.0,626000.0
1967,NE,3097.0,1457000.0
1967,NH,3235.0,697000.0
1967,NJ,3810.0,6928000.0
1967,NM,2620.0,1000000.0
1967,NV,3857.0,449000.0
1967,NY,4044.0,17935000.0
1967,OH,3325.0,10414000.0
1967,OK,2784.0,2489000.0
1967,OR,3278.0,1979000.0
1967,PA,3279.0,11681000.0
1967,RI,3546.0,909000.0
1967,SC,2416.0,2533000.0
1967,SD,2662.0,671000.0
1967,TN,2532.0,3859000.0
1967,TX,2934.0,10599000.0
1967,UT,2849.0,1019000.0
1967,VA,3161.0,4508000.0
1967,VT,2969.0,423000.0
1967,WA,3689.0,3174000.0
1967,WI,3161.0,4303000.0
1967,WV,2465.0,1769000.0
1967,WY,3184.0,322000.0
1968,AL,2536.0,3446000.0
1968,AR,2419.0,1902000.0
1968,AZ,3233.0,1682000.0
1968,CA,4334.0,19394000.0
1968,CO,3539.0,2120000.0
1968,CT,4328.0,2964000.0
1968,DC,4968.0,778000.0
1968,DE,4148.0,534000.0
1968,FL,3355.0,6433000.0
1968,GA,2986.0,4482000.0
1968,IA,3335.0,2803000.0
1968,ID,2971.0,695000.0
1968,IL,4055.0,10995000.0
1968,IN,3419.0,5093000.0
1968,KS,3321.0,2216000.0
1968,KY,2733.0,3195000.0
1968,LA,2805.0,3603000.0
1968,MA,3938.0,5618000.0
1968,MD,3932.0,3815000.0
1968,ME,2958.0,994000.0
1968,MI,3813.0,8696000.0
1968,MN,3493.0,3703000.0
1968,MO,3492.0,4568000.0
1968,MS,2250.0,2219000.0
1968,MT,3040.0,700000.0
1968,NC,2825.0,5004000.0
1968,ND,2864.0,621000.0
1968,NE,3282.0,1467000.0
1968,NH,3513.0,709000.0
1968,NJ,4135.0,7005000.0
1968,NM,2854.0,994000.0
1968,NV,4340.0,464000.0
1968,NY,4435.0,18051000.0
1968,OH,3633.0,10516000.0
1968,OK,3032.0,2503000.0
1968,OR,3524.0,2004000.0
1968,PA,3546.0,11741000.0
1968,RI,3820.0,922000.0
1968,SC,2656.0,2559000.0
1968,SD,2861.0,669000.0
1968,TN,2809.0,3878000.0
1968,TX,3203.0,10819000.0
