sa,geo,year,naics_sector,business_applications,business_applications_from_corporations,high‐propensity_business_applications_ba_wba___business_applications_with_planned_wages
A,US,2021,Arts and Entertainment,159568.0,14284.0,29257.0
A,US,2021,Construction,488988.0,62964.0,257330.0
A,US,2021,Educational Services,72026.0,6949.0,14271.0
A,US,2021,Finance and Insurance,246854.0,28467.0,65615.0
A,US,2021,Health Care and Social Assistance,301827.0,46054.0,210978.0
A,US,2021,Information,101156.0,13818.0,22265.0
A,US,2021,Management of Companies,51972.0,10291.0,11086.0
A,US,2021,Manufacturing,77214.0,10938.0,31252.0
A,US,2021,Mining,6067.0,749.0,1432.0
A,US,2021,No NAICS Assigned,143289.0,16653.0,21985.0
A,US,2021,Other Services,495608.0,40072.0,86582.0
A,US,2021,Professional Services,630947.0,90978.0,203365.0
A,US,2021,Real Estate,288888.0,30034.0,48894.0
A,US,2021,Retail Trade,978169.0,81879.0,211145.0
A,US,2021,Total for All NAICS,5385755.0,623145.0,1770839.0
A,US,2021,Transportation and Warehousing,486382.0,73238.0,122728.0
A,US,2021,Utilities,5149.0,497.0,889.0
A,US,2021,Wholesale Trade,118808.0,24050.0,33211.0
A,UT,2005,Total for All NAICS,29287.0,9953.0,16160.0
A,UT,2006,Total for All NAICS,34455.0,11285.0,19218.0
A,UT,2007,Total for All NAICS,36129.0,10536.0,18812.0
A,UT,2008,Total for All NAICS,34242.0,7131.0,14099.0
A,UT,2009,Total for All NAICS,32627.0,5901.0,12497.0
A,UT,2010,Total for All NAICS,31435.0,5246.0,11886.0
A,UT,2011,Total for All NAICS,31407.0,4913.0,11840.0
A,UT,2012,Total for All NAICS,34675.0,4780.0,11906.0
A,UT,2013,Total for All NAICS,37240.0,4687.0,12075.0
A,UT,2014,Total for All NAICS,38605.0,4578.0,12155.0
A,UT,2015,Total for All NAICS,41294.0,4665.0,12640.0
A,UT,2016,Total for All NAICS,43531.0,4422.0,12956.0
A,UT,2017,Total for All NAICS,47262.0,4795.0,14096.0
A,UT,2018,Total for All NAICS,49725.0,4870.0,15060.0
A,UT,2019,Total for All NAICS,49801.0,4749.0,14845.0
A,UT,2020,Total for All NAICS,50763.0,4465.0,15240.0
A,UT,2021,Total for All NAICS,62803.0,5180.0,18595.0
A,VA,2005,Total for All NAICS,64355.0,18771.0,35805.0
A,VA,2006,Total for All NAICS,68261.0,19521.0,36992.0
A,VA,2007,Total for All NAICS,68223.0,18242.0,35247.0
A,VA,2008,Total for All NAICS,65091.0,13884.0,28862.0
A,VA,2009,Total for All NAICS,63341.0,12814.0,27227.0
A,VA,2010,Total for All NAICS,61780.0,11710.0,25895.0
A,VA,2011,Total for All NAICS,65066.0,11252.0,27109.0
A,VA,2012,Total for All NAICS,67923.0,11030.0,27126.0
A,VA,2013,Total for All NAICS,68966.0,10554.0,26425.0
A,VA,2014,Total for All NAICS,69989.0,10450.0,26529.0
A,VA,2015,Total for All NAICS,73169.0,10743.0,27147.0
A,VA,2016,Total for All NAICS,75919.0,10351.0,27545.0
A,VA,2017,Total for All NAICS,81652.0,10071.0,27940.0
A,VA,2018,Total for All NAICS,86810.0,9961.0,28610.0
A,VA,2019,Total for All NAICS,88267.0,9462.0,28530.0
A,VA,2020,Total for All NAICS,107617.0,8940.0,31257.0
A,VA,2021,Total for All NAICS,130975.0,10005.0,38665.0
A,VT,2005,Total for All NAICS,4553.0,1093.0,2461.0
A,VT,2006,Total for All NAICS,4558.0,1091.0,2341.0
A,VT,2007,Total for All NAICS,4594.0,1093.0,2376.0
A,VT,2008,Total for All NAICS,4213.0,755.0,1885.0
A,VT,2009,Total for All NAICS,3846.0,708.0,1766.0
A,VT,2010,Total for All NAICS,4104.0,679.0,1853.0
A,VT,2011,Total for All NAICS,3927.0,574.0,1726.0
A,VT,2012,Total for All NAICS,4114.0,524.0,1768.0
A,VT,2013,Total for All NAICS,3905.0,543.0,1705.0
A,VT,2014,Total for All NAICS,4139.0,455.0,1757.0
A,VT,2015,Total for All NAICS,4549.0,520.0,1883.0
A,VT,2016,Total for All NAICS,4594.0,505.0,1829.0
A,VT,2017,Total for All NAICS,5416.0,428.0,1781.0
A,VT,2018,Total for All NAICS,6615.0,480.0,1879.0
A,VT,2019,Total for All NAICS,5605.0,501.0,1931.0
A,VT,2020,Total for All NAICS,5712.0,430.0,1948.0
A,VT,2021,Total for All NAICS,7521.0,510.0,2791.0
A,WA,2005,Total for All NAICS,49976.0,15068.0,29027.0
A,WA,2006,Total for All NAICS,52232.0,15362.0,30197.0
A,WA,2007,Total for All NAICS,53572.0,14810.0,30105.0
A,WA,2008,Total for All NAICS,49292.0,10765.0,24281.0
A,WA,2009,Total for All NAICS,45487.0,9321.0,21563.0
A,WA,2010,Total for All NAICS,47036.0,8832.0,21565.0
A,WA,2011,Total for All NAICS,48653.0,8308.0,22122.0
A,WA,2012,Total for All NAICS,47918.0,7725.0,21340.0
A,WA,2013,Total for All NAICS,48998.0,7926.0,22112.0
A,WA,2014,Total for All NAICS,49785.0,7900.0,22204.0
A,WA,2015,Total for All NAICS,53878.0,8207.0,23293.0
A,WA,2016,Total for All NAICS,58432.0,7736.0,24753.0
A,WA,2017,Total for All NAICS,62381.0,7906.0,24846.0
A,WA,2018,Total for All NAICS,69186.0,9057.0,27252.0
A,WA,2019,Total for All NAICS,70785.0,7486.0,25863.0
A,WA,2020,Total for All NAICS,75797.0,6612.0,25254.0
A,WA,2021,Total for All NAICS,92565.0,7443.0,31026.0
A,WE,2005,Total for All NAICS,598810.0,207505.0,353176.0
A,WE,2006,Total for All NAICS,637817.0,215450.0,373518.0
A,WE,2007,Total for All NAICS,645952.0,206210.0,364839.0
A,WE,2008,Total for All NAICS,608578.0,164735.0,300920.0
A,WE,2009,Total for All NAICS,569143.0,145153.0,271218.0
A,WE,2010,Total for All NAICS,580386.0,135298.0,267255.0
A,WE,2011,Total for All NAICS,598827.0,132679.0,273569.0
A,WE,2012,Total for All NAICS,597495.0,131627.0,270820.0
A,WE,2013,Total for All NAICS,616175.0,136992.0,278619.0
A,WE,2014,Total for All NAICS,636827.0,142274.0,282714.0
A,WE,2015,Total for All NAICS,672920.0,149758.0,296478.0
A,WE,2016,Total for All NAICS,705413.0,147081.0,299974.0
A,WE,2017,Total for All NAICS,753256.0,151709.0,307640.0
A,WE,2018,Total for All NAICS,836022.0,163504.0,332814.0
A,WE,2019,Total for All NAICS,829026.0,155939.0,325501.0
A,WE,2020,Total for All NAICS,945650.0,163174.0,350605.0
A,WE,2021,Total for All NAICS,1151548.0,184540.0,420359.0
A,WI,2005,Total for All NAICS,37933.0,6816.0,17952.0
A,WI,2006,Total for All NAICS,38094.0,6917.0,18356.0
A,WI,2007,Total for All NAICS,37748.0,6362.0,17770.0
A,WI,2008,Total for All NAICS,36892.0,4591.0,15227.0
A,WI,2009,Total for All NAICS,35215.0,4191.0,13915.0
A,WI,2010,Total for All NAICS,36857.0,3873.0,14082.0
A,WI,2011,Total for All NAICS,36446.0,3601.0,14220.0
A,WI,2012,Total for All NAICS,36382.0,3582.0,13943.0
A,WI,2013,Total for All NAICS,35754.0,3526.0,13654.0
A,WI,2014,Total for All NAICS,35707.0,3515.0,13497.0
A,WI,2015,Total for All NAICS,37475.0,3495.0,13778.0
A,WI,2016,Total for All NAICS,37879.0,3301.0,13659.0
A,WI,2017,Total for All NAICS,41299.0,3390.0,14071.0
A,WI,2018,Total for All NAICS,45447.0,3216.0,14350.0
A,WI,2019,Total for All NAICS,43844.0,3183.0,14311.0
A,WI,2020,Total for All NAICS,53098.0,3243.0,16107.0
A,WI,2021,Total for All NAICS,65032.0,3610.0,19525.0
A,WV,2005,Total for All NAICS,9142.0,1523.0,5004.0
A,WV,2006,Total for All NAICS,9462.0,1581.0,4886.0
A,WV,2007,Total for All NAICS,9408.0,1514.0,4640.0
A,WV,2008,Total for All NAICS,8926.0,1200.0,4084.0
A,WV,2009,Total for All NAICS,8054.0,1087.0,3634.0
A,WV,2010,Total for All NAICS,8310.0,1044.0,3648.0
A,WV,2011,Total for All NAICS,8254.0,961.0,3659.0
A,WV,2012,Total for All NAICS,8601.0,885.0,3387.0
A,WV,2013,Total for All NAICS,8295.0,872.0,3423.0
A,WV,2014,Total for All NAICS,8517.0,911.0,3471.0
A,WV,2015,Total for All NAICS,8684.0,876.0,3453.0
A,WV,2016,Total for All NAICS,9306.0,837.0,3494.0
A,WV,2017,Total for All NAICS,10319.0,864.0,3559.0
A,WV,2018,Total for All NAICS,11185.0,871.0,3546.0
A,WV,2019,Total for All NAICS,9959.0,729.0,3326.0
A,WV,2020,Total for All NAICS,10900.0,676.0,3679.0
A,WV,2021,Total for All NAICS,13301.0,821.0,4437.0
A,WY,2005,Total for All NAICS,5494.0,1829.0,3259.0
A,WY,2006,Total for All NAICS,6121.0,2144.0,3640.0
A,WY,2007,Total for All NAICS,6512.0,2146.0,3765.0
A,WY,2008,Total for All NAICS,7807.0,2388.0,3841.0
A,WY,2009,Total for All NAICS,6983.0,1881.0,3148.0
A,WY,2010,Total for All NAICS,7636.0,1824.0,3345.0
A,WY,2011,Total for All NAICS,7889.0,1716.0,3241.0
A,WY,2012,Total for All NAICS,7972.0,1582.0,3271.0
A,WY,2013,Total for All NAICS,8513.0,1446.0,3160.0
A,WY,2014,Total for All NAICS,8798.0,1560.0,3422.0
A,WY,2015,Total for All NAICS,9839.0,1773.0,3693.0
A,WY,2016,Total for All NAICS,14029.0,2478.0,4681.0
A,WY,2017,Total for All NAICS,17613.0,2621.0,4791.0
A,WY,2018,Total for All NAICS,19624.0,2655.0,5146.0
A,WY,2019,Total for All NAICS,18951.0,2634.0,5169.0
A,WY,2020,Total for All NAICS,24514.0,3493.0,6690.0
A,WY,2021,Total for All NAICS,33860.0,4342.0,9017.0
