state,year,household_renter_occ,total_households,household_renter_occ_ratio,household_owner_occ_ratio
DE,2007,218245.0,839870.0,0.2598556919523259,0.7401443080476741
DE,2008,209762.0,848985.0,0.247073858784313,0.7529261412156869
DE,2009,220765.0,861134.0,0.2563654437056253,0.7436345562943747
DE,2010,228921.0,875356.0,0.2615175996965806,0.7384824003034194
DE,2011,245157.0,882722.0,0.2777284354530644,0.7222715645469355
DE,2012,254911.0,891972.0,0.285783634463862,0.714216365536138
DE,2013,246426.0,900545.0,0.2736409618619835,0.7263590381380165
DE,2014,262386.0,910104.0,0.2883033147860024,0.7116966852139975
DE,2015,264428.0,920351.0,0.2873121233094765,0.7126878766905236
DE,2016,269901.0,927006.0,0.2911534553174413,0.7088465446825587
DE,2017,263576.0,936905.0,0.2813262817468153,0.7186737182531847
DE,2018,266930.0,942211.0,0.2833017232870344,0.7166982767129655
DE,2019,268178.0,948869.0,0.2826291089707852,0.7173708910292148
DC,2005,283017.0,515118.0,0.5494216859049771,0.4505783140950229
DC,2006,286354.0,546305.0,0.5241650726242667,0.4758349273757333
DC,2007,289337.0,552984.0,0.5232285201741823,0.4767714798258177
DC,2008,297641.0,556627.0,0.5347225341206948,0.4652774658793052
DC,2009,299267.0,564299.0,0.5303340959314122,0.4696659040685877
DC,2010,316993.0,564432.0,0.5616141536978768,0.4383858463021232
DC,2011,321148.0,577940.0,0.555677059902412,0.444322940097588
DC,2012,336168.0,592131.0,0.5677257228552466,0.4322742771447534
